time,step,reward,terminated,truncated,fmu_status,fmu_error,failure_type,transition_valid,requested_u_tp,requested_u_battery,requested_caes_mode,requested_caes_magnitude,decoded_u_tp,decoded_u_battery,decoded_u_caes,rt_economic_cashflow_total,rt_economic_cashflow_delta,rt_economic_reward,rt_raw_total_cost,rt_normalized_cost,rt_cost_reference,rt_cost_reference_missing,rt_terminal_soc_bonus,rt_reward,rt_terminal_soc_l1_error,rt_terminal_soc_l1_full,rt_terminal_soc_l1_energy,rt_terminal_soc_l2_error,rt_terminal_soc_tolerance,rt_terminal_soc_satisfied,rt_soc_shaping_reward,rt_soc_shaping_potential,rt_soc_shaping_absolute,rt_soc_shaping_coef,rt_soc_recovery_scale,rt_soc_l1_prev,rt_market_settlement_enabled,rt_market_grid_cashflow,rt_market_grid_cost,rt_market_buy_cost,rt_market_sell_revenue,rt_market_energy_buy_mwh,rt_market_energy_sell_mwh,rt_market_buy_yuan_per_kwh,rt_market_sell_yuan_per_kwh,rt_p_grid_mw,rt_fmu_grid_cashflow_delta,rt_economic_cashflow_wind,rt_economic_cashflow_delta_wind,rt_raw_wind_cost,rt_economic_cashflow_pv,rt_economic_cashflow_delta_pv,rt_raw_pv_cost,rt_economic_cashflow_thermal,rt_economic_cashflow_delta_thermal,rt_raw_thermal_cost,rt_economic_cashflow_battery,rt_economic_cashflow_delta_battery,rt_raw_battery_cost,rt_economic_cashflow_caes,rt_economic_cashflow_delta_caes,rt_raw_caes_cost,rt_economic_cashflow_load,rt_economic_cashflow_delta_load,rt_raw_load_cost,rt_economic_cashflow_grid,rt_economic_cashflow_delta_grid,rt_raw_grid_cost,obs_battery_soc,obs_caes_gas_soc,obs_caes_hot_soc,obs_caes_cold_soc,obs_caes_gas_pressure,obs_caes_gas_temperature,obs_caes_hot_temperature,obs_caes_cold_temperature,obs_p_thermal,obs_p_battery,obs_p_caes,obs_p_grid,obs_p_wind_available,obs_p_wind_actual,obs_p_pv_available,obs_p_pv_actual,obs_p_load_actual,obs_p_curtailment,obs_p_unserved,u_tp_dynamic_low,u_tp_dynamic_high,u_battery_dynamic_low,u_battery_dynamic_high,caes_discharge_allowed,caes_idle_allowed,caes_charge_allowed,caes_locked_mode,caes_locked_steps_completed,caes_locked_steps_remaining
7779600.0,0,-0.6130446348907169,False,False,ok,,,True,0.8500000238418579,1.0,1,0.0,0.8500000238418579,1.0,0.0,-34356.42499626982,130092.67739198741,0.8310515788208664,-130092.67739198741,-0.8310515788208664,156539.83544146415,0.0,0.0,-0.6130446348907169,0.2842709082109416,0.2842709082109416,0.2842709082109416,0.0488036588211652,0.06,0.0,-1.4440962137115834,-1.421354541054708,-0.022741672656875326,5.0,1.0,0.0,1.0,42460.550479447746,-42460.550479447746,0.0,42460.550479447746,0.0,226.4562692237213,0.63457,0.1875,-226.4562692237213,-121988.55190880949,0.0,0.0,-0.0,0.0,0.0,-0.0,-51900.00128746033,-51900.00128746033,51900.00128746033,18000.0,18000.0,-18000.0,0.0,0.0,-0.0,121532.12819999999,121532.12819999999,-121532.12819999999,-121988.55190880949,42460.550479447746,-42460.550479447746,0.6800000071525574,0.8357290625572205,0.5,0.5,8357291.0,275.93804931640625,473.1572265625,313.16363525390625,-127500000.0,100000000.0,0.0,-226456272.0,0.0,0.0,-0.0,-0.0,253956272.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
7783200.0,1,-0.4491160869103231,False,False,ok,,,True,0.7000000476837158,0.8500000238418579,1,0.0,0.7000000476837158,0.8500000238418579,0.0,-72902.05177559085,146351.4602171119,0.9349151275416917,-146351.4602171119,-0.9349151275416917,156539.83544146415,0.0,0.0,-0.4491160869103231,0.5522412904540793,0.5522412904540793,0.5522412904540793,0.18743067054346674,0.06,0.0,-1.3840312144520148,-1.3398519112156886,-0.044179303236326344,5.0,1.0,0.2842709082109416,1.0,44973.326105930326,-44973.326105930326,0.0,44973.326105930326,0.0,239.85773923162841,0.63457,0.1875,-239.85773923162841,-139923.7608905026,0.0,0.0,-0.0,0.0,0.0,-0.0,-94800.00400543213,-42900.0027179718,42900.0027179718,35300.00042915344,17300.000429153442,-17300.000429153442,0.0,0.0,-0.0,248510.26460000005,126978.13640000006,-126978.13640000006,-261912.3127993121,44973.326105930326,-44973.326105930326,0.8529999852180481,0.8272587060928345,0.5,0.5,8272587.0,273.14129638671875,473.1572265625,313.16363525390625,-105000008.0,85000000.0,0.0,-239857744.0,0.0,0.0,-0.0,-0.0,259857744.0,-0.0,0.0,0.7000000238418579,1.0,-1.0,0.8499999999999992,True,True,False,,0,0
7786800.0,2,0.622796097930907,False,False,ok,,,True,0.5500000715255737,-0.01500004529953003,1,0.0,0.5500000715255737,-0.01500004529953003,0.0,-85067.82338132506,124897.37725114463,0.7978632205592693,-124897.37725114463,-0.7978632205592693,156539.83544146415,0.0,0.0,0.622796097930907,0.5780066092320392,0.5780066092320392,0.5780066092320392,0.20261049363109732,0.06,0.0,-0.17506712262836235,-0.12882659388979922,-0.04624052873856314,5.0,1.0,0.5522412904540793,1.0,27708.51098272705,-27708.51098272705,0.0,27708.51098272705,0.0,147.77872524121094,0.63457,0.1875,-147.77872524121094,-109354.63787415178,0.0,0.0,-0.0,0.0,0.0,-0.0,-128700.0081539154,-33900.00414848328,33900.00414848328,36459.99884605408,1159.9984169006348,-1159.9984169006348,0.0,0.0,-0.0,378439.1366,129928.87199999997,-129928.87199999997,-371266.95067346387,27708.51098272705,-27708.51098272705,0.8668235540390015,0.8222286701202393,0.5,0.5,8222287.0,271.4804992675781,473.1572265625,313.16363525390625,-82500008.0,-1500004.5,0.0,-147778720.0,0.0,0.0,-0.0,-0.0,231778736.0,-0.0,0.0,0.5500000476837158,0.8500000476837158,-1.0,-0.015000021457672317,True,True,False,,0,0
7790400.0,3,1.2505885023652132,False,False,ok,,,True,0.40000006556510925,-0.08411765098571777,2,0.0,0.40000006556510925,-0.08411765098571777,0.86,-140691.5776381484,170783.5764698958,1.0909911588207712,-170783.5764698958,-1.0909911588207712,156539.83544146415,0.0,0.0,1.2505885023652132,0.5374873430345972,0.542862704293972,0.5374873430345972,0.18255329271691986,0.06,0.0,0.15959734354444197,0.20259633098720975,-0.042998987442767776,5.0,1.0,0.5780066092320392,1.0,59662.44580624908,-59662.44580624908,0.0,59662.44580624908,0.0,318.19971096666177,0.63457,0.1875,-318.19971096666177,-166744.88492047007,0.0,0.0,-0.0,0.0,0.0,-0.0,-153600.01212358475,-24900.003969669342,24900.003969669342,33371.76322937012,-3088.23561668396,3088.23561668396,23220.0,23220.0,-23220.0,494328.50684999995,115889.37024999992,-115889.37024999992,-538011.8355939339,59662.44580624908,-59662.44580624908,0.8486574292182922,0.8354988098144531,0.5074485540390015,0.4920904040336609,8354988.0,272.1141357421875,474.5345153808594,312.5238342285156,-60000008.0,-8411765.0,129000000.0,-318199712.0,0.0,0.0,-0.0,-0.0,257611488.0,-0.0,0.0,0.4000000715255737,0.7000000715255738,-1.0,-0.0841176229364754,True,True,True,,0,0
7794000.0,4,0.9187913047201224,False,False,ok,,,True,0.3333333432674408,0.006712794303894043,1,0.0,0.3333333432674408,0.006712794303894043,0.0,-161486.15105620085,151396.54915249627,0.9671439140429458,-151396.54915249627,-0.9671439140429458,156539.83544146415,0.0,0.0,0.9187913047201224,0.5385412056094113,0.5445160590149852,0.5385412056094113,0.1818167949447664,0.06,0.0,-0.04835260932282342,-0.005269312874070509,-0.04308329644875291,5.0,1.0,0.5374873430345972,1.0,40626.44743880124,-40626.44743880124,0.0,40626.44743880124,0.0,216.6743863402733,0.63457,0.1875,-216.6743863402733,-131564.6751317475,0.0,0.0,-0.0,0.0,0.0,-0.0,-174000.0130534172,-20400.00092983246,20400.00092983246,33156.12292289734,-215.64030647277832,215.64030647277832,25800.0,2580.0,-2580.0,623134.2498000003,128805.7429500004,-128805.7429500004,-669576.5107256814,40626.44743880124,-40626.44743880124,0.8478865027427673,0.8332885503768921,0.5082747936248779,0.49120378494262695,8332885.5,270.9858703613281,474.5345153808594,312.4521179199219,-50000000.0,671279.4375,0.0,-216674384.0,0.0,0.0,-0.0,-0.0,266003104.0,-0.0,0.0,0.3333333333333333,0.5500000655651093,-1.0,0.006712836377759657,True,True,False,,0,0
7797600.0,5,0.9103672146370413,False,False,ok,,,True,0.3333333432674408,0.010567516088485718,1,0.0,0.3333333432674408,0.010567516088485718,0.0,-177858.62172378937,153394.0346784143,0.9799041518462169,-153394.0346784143,-0.9799041518462169,156539.83544146415,0.0,0.0,0.9103672146370413,0.5437486152079197,0.5497234686134936,0.5437486152079197,0.1840249200144307,0.06,0.0,-0.06953693720917561,-0.02603704799254203,-0.04349988921663358,5.0,1.0,0.5385412056094113,1.0,40642.49850396703,-40642.49850396703,0.0,40642.49850396703,0.0,216.7599920211575,0.63457,0.1875,-216.7599920211575,-129124.0068420358,0.0,0.0,-0.0,-453.65830770663825,-453.65830770663825,453.65830770663825,-194000.01364946365,-20000.000596046448,20000.000596046448,33359.76380109787,203.640878200531,-203.640878200531,25800.0,0.0,-0.0,756135.804,133001.55419999966,-133001.55419999966,-798700.5175677172,40642.49850396703,-40642.49850396703,0.8499228954315186,0.8311357498168945,0.5082747936248779,0.49120378494262695,8311357.5,270.2857666015625,474.5345153808594,312.4521179199219,-50000000.0,1056751.625,0.0,-216760000.0,0.0,0.0,-4028678.0,-4028678.0,269731904.0,-0.0,0.0,0.3333333333333333,0.4833333432674408,-1.0,0.010567515737870403,True,True,False,,0,0
7801200.0,6,0.8687883325782179,False,False,ok,,,True,0.3333333432674408,0.0003854718233924359,1,0.0,0.3333333432674408,0.0003854718233924359,0.0,-187585.18583586364,142126.5850371516,0.9079259898053096,-142126.5850371516,-0.9079259898053096,156539.83544146415,0.0,0.0,0.8687883325782179,0.5428899081233642,0.5488647615289381,0.5428899081233642,0.18427309790219426,0.06,0.0,-0.0391376572270917,0.004293535422777439,-0.04343119264986914,5.0,1.0,0.5437486152079197,1.0,32448.81970812749,-32448.81970812749,0.0,32448.81970812749,0.0,173.06037177667994,0.63457,0.1875,-173.06037177667994,-119404.32944109838,0.0,0.0,-0.0,-5669.925907634169,-5216.267599927531,5216.267599927531,-214000.0142455101,-20000.000596046448,20000.000596046448,33387.837326095905,28.073524998035282,-28.073524998035282,25800.0,0.0,-0.0,891001.7640000002,134865.9600000002,-134865.9600000002,-918104.8470088156,32448.81970812749,-32448.81970812749,0.8502036333084106,0.8324155807495117,0.5082747936248779,0.49120378494262695,8324155.5,270.70196533203125,474.5345153808594,312.4521179199219,-50000000.0,38547.18359375,0.0,-173060368.0,0.0,0.0,-41126328.0,-41126328.0,264148160.0,-0.0,0.0,0.3333333333333333,0.4833333432674408,-1.0,0.00038547182784620654,True,True,False,,0,0
7804800.0,7,0.7098454366034673,False,False,ok,,,True,0.3333333432674408,-0.001018226146697998,1,0.0,0.3333333432674408,-0.001018226146697998,0.0,-180621.8268043257,113658.5733774611,0.7260680519877134,-113658.5733774611,-0.7260680519877134,156539.83544146415,0.0,0.0,0.7098454366034673,0.537533888976588,0.543508742382162,0.537533888976588,0.18390277141081626,0.06,0.0,-0.016222615384246082,0.02678009573388096,-0.04300271111812704,5.0,1.0,0.5428899081233642,1.0,18307.08802126186,-18307.08802126186,0.0,18307.08802126186,0.0,97.63780278006327,0.63457,0.1875,-97.63780278006327,-88388.12632466131,0.0,0.0,-0.0,-22356.63155775398,-16686.70565011981,16686.70565011981,-234000.01484155655,-20000.000596046448,20000.000596046448,33351.95212846156,-35.88519763434306,35.88519763434306,25800.0,0.0,-0.0,1023075.8407999997,132074.07679999946,-132074.07679999946,-1006492.9733334769,18307.08802126186,-18307.08802126186,0.8499957323074341,0.8374596834182739,0.5082747936248779,0.49120378494262695,8374597.0,272.3423156738281,474.5345153808594,312.4521179199219,-50000000.0,-101822.6171875,0.0,-97637800.0,0.0,0.0,-97430472.0,-97430472.0,245170096.0,-0.0,0.0,0.3333333333333333,0.4833333432674408,-1.0,-0.001018204422056912,True,True,False,,0,0
7808400.0,8,0.4908641400902549,False,False,ok,,,True,0.3333333432674408,2.1338462829589844e-05,1,0.0,0.3333333432674408,2.1338462829589844e-05,0.0,-154010.50194306084,77470.62486484628,0.4948939970862261,-77470.62486484628,-0.4948939970862261,156539.83544146415,0.0,0.0,0.4908641400902549,0.5298620672989983,0.5358369207045722,0.5298620672989983,0.18374838675952337,0.06,0.0,-0.0040298569959712205,0.03835910838794865,-0.04238896538391987,5.0,1.0,0.537533888976588,1.0,4614.643842544706,-4614.643842544706,0.0,4614.643842544706,0.0,24.6114338269051,0.63457,0.1875,-24.6114338269051,-46244.65616103669,-712.3408272517984,-712.3408272517984,712.3408272517984,-51369.66794989805,-29013.036392144073,29013.036392144073,-254000.015437603,-20000.000596046448,20000.000596046448,33348.2633162057,-3.688812255859375,3.688812255859375,25800.0,0.0,-0.0,1145660.8884499993,122585.04764999961,-122585.04764999961,-1052737.6294945136,4614.643842544706,-4614.643842544706,0.8499755859375,0.8451013565063477,0.5082747936248779,0.49120378494262695,8451013.0,274.8273620605469,474.5345153808594,312.4521179199219,-50000000.0,2133.84619140625,0.0,-24611434.0,-7419777.5,-7419777.5,-138264928.0,-138264928.0,220294016.0,-0.0,0.0,0.3333333333333333,0.4833333432674408,-1.0,2.1370197987313766e-05,True,True,False,,0,0
7812000.0,9,0.26292738567192225,False,False,ok,,,True,0.3333333432674408,0.00012195110321044922,1,0.0,0.3333333432674408,0.00012195110321044922,0.0,-111233.52202312648,46614.69310533135,0.2977816667167908,-46614.69310533135,-0.2977816667167908,156539.83544146415,0.0,0.0,0.26292738567192225,0.5283788617204449,0.5343537151260188,0.5283788617204449,0.18375932304957177,0.06,0.0,-0.03485428104486852,0.007416027892767074,-0.042270308937635594,5.0,1.0,0.5298620672989983,1.0,-2953.8260051514735,2953.8260051514735,2953.8260051514735,0.0,4.654846597146846,0.0,0.63457,0.1875,4.654846597146846,-6791.539190548472,-3471.880963942443,-2759.5401366906444,2759.5401366906444,-89190.8511034616,-37821.18315356354,37821.18315356354,-274000.01603364944,-20000.000596046448,20000.000596046448,33350.50111298915,2.2377967834472656,-2.2377967834472656,25800.0,0.0,-0.0,1255807.8936499988,110147.00519999955,-110147.00519999955,-1059529.168685062,-2953.8260051514735,2953.8260051514735,0.8499979972839355,0.853381872177124,0.5082747936248779,0.49120378494262695,8533819.0,277.52020263671875,474.5345153808594,312.4521179199219,-50000000.0,12195.1103515625,0.0,4654846.5,-8460413.0,-8460413.0,-166960944.0,-166960944.0,220754320.0,-0.0,0.0,0.3333333333333333,0.4833333432674408,-1.0,0.000121956892816244,True,True,False,,0,0
