time,step,reward,terminated,truncated,fmu_status,fmu_error,failure_type,transition_valid,requested_u_tp,requested_u_battery,requested_caes_mode,requested_caes_magnitude,decoded_u_tp,decoded_u_battery,decoded_u_caes,rt_economic_cashflow_total,rt_economic_cashflow_delta,rt_economic_reward,rt_raw_total_cost,rt_normalized_cost,rt_cost_reference,rt_cost_reference_missing,rt_terminal_soc_bonus,rt_reward,rt_terminal_soc_l1_error,rt_terminal_soc_l2_error,rt_terminal_soc_tolerance,rt_terminal_soc_satisfied,rt_economic_cashflow_wind,rt_economic_cashflow_delta_wind,rt_raw_wind_cost,rt_economic_cashflow_pv,rt_economic_cashflow_delta_pv,rt_raw_pv_cost,rt_economic_cashflow_thermal,rt_economic_cashflow_delta_thermal,rt_raw_thermal_cost,rt_economic_cashflow_battery,rt_economic_cashflow_delta_battery,rt_raw_battery_cost,rt_economic_cashflow_caes,rt_economic_cashflow_delta_caes,rt_raw_caes_cost,rt_economic_cashflow_load,rt_economic_cashflow_delta_load,rt_raw_load_cost,rt_economic_cashflow_grid,rt_economic_cashflow_delta_grid,rt_raw_grid_cost,obs_battery_soc,obs_caes_gas_soc,obs_caes_hot_soc,obs_caes_cold_soc,obs_caes_gas_pressure,obs_caes_gas_temperature,obs_caes_hot_temperature,obs_caes_cold_temperature,obs_p_thermal,obs_p_battery,obs_p_caes,obs_p_grid,obs_p_wind_available,obs_p_wind_actual,obs_p_pv_available,obs_p_pv_actual,obs_p_load_actual,obs_p_curtailment,obs_p_unserved,u_tp_dynamic_low,u_tp_dynamic_high,u_battery_dynamic_low,u_battery_dynamic_high,caes_discharge_allowed,caes_idle_allowed,caes_charge_allowed,caes_locked_mode,caes_locked_steps_completed,caes_locked_steps_remaining
13309200.0,0,0.04325346162442694,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,6770.889764961478,6770.889764961478,0.04325346162442694,-6770.889764961478,-0.04325346162442694,156539.83544146415,0.0,0.0,0.04325346162442694,0.0006333378837952708,4.011168750502719e-07,0.05,1.0,-4011.047354946042,-4011.047354946042,4011.047354946042,0.0,0.0,-0.0,-59999.99999999999,-59999.99999999999,59999.99999999999,0.0,0.0,-0.0,0.0,0.0,-0.0,130470.72029999997,130470.72029999997,-130470.72029999997,-59688.78318009249,-59688.78318009249,59688.78318009249,0.5,0.8506333231925964,0.5,0.5,8506333.0,280.8591003417969,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-68617832.0,-11705491.0,-11705491.0,-0.0,-0.0,230323312.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13312800.0,1,0.06634742434493342,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,17156.904653882346,10386.014888920869,0.06634742434493342,-10386.014888920869,-0.06634742434493342,156539.83544146415,0.0,0.0,0.06634742434493342,8.646478241836064e-05,7.476158598654448e-09,0.05,1.0,-8796.73294343525,-4785.685588489208,4785.685588489208,0.0,0.0,-0.0,-119999.99999999999,-59999.99999999999,59999.99999999999,0.0,0.0,-0.0,0.0,0.0,-0.0,245632.3800999999,115161.65979999992,-115161.65979999992,-99678.7425026824,-39989.959322589915,39989.959322589915,0.5,0.8500864505767822,0.5,0.5,8500865.0,280.67852783203125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-86539136.0,-16189209.0,-16189209.0,-0.0,-0.0,252728336.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13316400.0,2,0.047810466614577565,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,24641.147230107934,7484.242576225588,0.047810466614577565,-7484.242576225588,-0.047810466614577565,156539.83544146415,0.0,0.0,0.047810466614577565,0.0009920391955969832,9.841417656007094e-07,0.05,1.0,-12656.640486151073,-3859.9075427158223,3859.9075427158223,0.0,0.0,-0.0,-179999.99999999997,-59999.999999999985,59999.999999999985,0.0,0.0,-0.0,0.0,0.0,-0.0,371996.5512999999,126364.17119999998,-126364.17119999998,-154698.763583741,-55020.0210810586,55020.0210810586,0.5,0.8490079641342163,0.5,0.5,8490080.0,280.32244873046875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-93331320.0,-5469334.5,-5469334.5,-0.0,-0.0,248800656.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13320000.0,3,0.03782402286386293,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,30562.113544951215,5920.966314843281,0.03782402286386293,-5920.966314843281,-0.03782402286386293,156539.83544146415,0.0,0.0,0.03782402286386293,0.0020776449756817472,4.316608644975608e-06,0.05,1.0,-13778.08487293165,-1121.4443867805767,1121.4443867805767,0.0,0.0,-0.0,-239999.99999999997,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,496396.8782499999,124400.32695000002,-124400.32695000002,-212056.67983211717,-57357.91624837616,57357.91624837616,0.5,0.8479223847389221,0.5,0.5,8479224.0,279.9639892578125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-97501736.0,-683898.875,-683898.875,-0.0,-0.0,248185632.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13323600.0,4,0.051399744734053565,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,38608.22112735322,8046.107582402008,0.051399744734053565,-8046.107582402008,-0.051399744734053565,156539.83544146415,0.0,0.0,0.051399744734053565,0.0023718889718042924,5.6258572945668235e-06,0.05,1.0,-15024.065419694238,-1245.9805467625883,1245.9805467625883,-1410.4895125511296,-1410.4895125511296,1410.4895125511296,-299999.99999999994,-59999.99999999997,59999.99999999997,0.0,0.0,-0.0,0.0,0.0,-0.0,620489.6974499997,124092.81919999985,-124092.81919999985,-265446.9213904015,-53390.241558284324,53390.241558284324,0.5,0.847628116607666,0.5,0.5,8476281.0,279.8668518066406,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-65676904.0,-7547435.0,-7547435.0,-12509534.0,-12509534.0,235733872.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13327200.0,5,0.120052790352371,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,57401.265173401975,18793.04404604875,0.120052790352371,-18793.04404604875,-0.120052790352371,156539.83544146415,0.0,0.0,0.120052790352371,0.0011366973554827187,1.2920808779614062e-06,0.05,1.0,-19720.459871492796,-4696.394451798558,4696.394451798558,-7847.535234321371,-6437.0457217702415,6437.0457217702415,-359999.99999999994,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,738356.6346,117866.93715000025,-117866.93715000025,-293387.37432078394,-27940.452930382453,27940.452930382453,0.5,0.8488633036613464,0.5,0.5,8488633.0,280.2746887207031,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-13820865.0,-21686330.0,-21686330.0,-41775996.0,-41775996.0,227283184.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13330800.0,6,0.1888350077641624,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,86961.46621439156,29560.20104098959,0.1888350077641624,-29560.20104098959,-0.1888350077641624,156539.83544146415,0.0,0.0,0.1888350077641624,0.0016890223332429732,2.8527964421935373e-06,0.05,1.0,-28716.433814028765,-8995.97394253597,8995.97394253597,-21775.397927523823,-13927.862693202453,13927.862693202453,-419999.99999999994,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,851998.2300999998,113641.59549999982,-113641.59549999982,-294544.9321440559,-1157.5578232719563,1157.5578232719563,0.5,0.8516890406608582,0.5,0.5,8516890.0,281.2076721191406,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,26948812.0,-30913728.0,-30913728.0,-72545928.0,-72545928.0,226510848.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13334400.0,7,0.1561377930450788,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,111403.25064386158,24441.78442947002,0.1561377930450788,-24441.78442947002,-0.1561377930450788,156539.83544146415,0.0,0.0,0.1561377930450788,0.005523398714355587,3.0507933357744955e-05,0.05,1.0,-39353.100277607904,-10636.666463579139,10636.666463579139,-44383.62064081292,-22608.2227132891,22608.2227132891,-479999.99999999994,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,965253.6512999998,113255.42119999998,-113255.42119999998,-290113.67973771755,4431.252406338346,-4431.252406338346,0.5,0.855523407459259,0.5,0.5,8555234.0,282.47369384765625,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,29596788.0,-29755188.0,-29755188.0,-111974936.0,-111974936.0,262133328.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13338000.0,8,0.21588668723910748,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,145198.1171382743,33794.86649441272,0.21588668723910748,-33794.86649441272,-0.21588668723910748,156539.83544146415,0.0,0.0,0.21588668723910748,0.009816975800011729,9.637301385801592e-05,0.05,1.0,-50096.3244372302,-10743.224159622296,10743.224159622296,-75024.84744581282,-30641.226804999897,30641.226804999897,-539999.9999999999,-59999.99999999994,59999.99999999994,0.0,0.0,-0.0,0.0,0.0,-0.0,1096320.3189499995,131066.66764999973,-131066.66764999973,-286001.0299286826,4112.649809034949,-4112.649809034949,0.5,0.8598169684410095,0.5,0.5,8598170.0,283.8913269042969,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,73472672.0,-31857300.0,-31857300.0,-135345952.0,-135345952.0,243730592.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13341600.0,9,0.1497018410239431,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,168632.41869744658,23434.30155917228,0.1497018410239431,-23434.30155917228,-0.1497018410239431,156539.83544146415,0.0,0.0,0.1497018410239431,0.014256791789158618,0.0002032561121194206,0.05,1.0,-62574.53952571941,-12478.21508848921,12478.21508848921,-108599.71655137191,-33574.86910555909,33574.86910555909,-599999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1218185.611199999,121865.29224999947,-121865.29224999947,-278378.9364254621,7622.093503220531,-7622.093503220531,0.5,0.8642567992210388,0.5,0.5,8642568.0,285.35723876953125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,91936104.0,-40495504.0,-40495504.0,-133025472.0,-133025472.0,231584864.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13345200.0,10,0.09742602228459873,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,183883.4721935941,15251.053496147506,0.09742602228459873,-15251.053496147506,-0.09742602228459873,156539.83544146415,0.0,0.0,0.09742602228459873,0.01858573598132529,0.0003454295819675296,0.05,1.0,-79885.08595737409,-17310.54643165468,17310.54643165468,-141963.41235344193,-33363.695802070026,33363.695802070026,-659999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1333978.0449499998,115792.43375000078,-115792.43375000078,-268246.07444558997,10132.861979872105,-10132.861979872105,0.5,0.8685857653617859,0.5,0.5,8685857.0,286.78656005859375,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,86240808.0,-61315476.0,-61315476.0,-133977432.0,-133977432.0,259052096.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13348800.0,11,0.12164666192305985,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,202926.0206330333,19042.54843943921,0.12164666192305985,-19042.54843943921,-0.12164666192305985,156539.83544146415,0.0,0.0,0.12164666192305985,0.02250229471536558,0.0005063532674571697,0.05,1.0,-105348.35712113309,-25463.271163758996,25463.271163758996,-177613.81530228254,-35650.40294884061,35650.40294884061,-719999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1463504.0962500002,129526.0513000004,-129526.0513000004,-257615.90319355114,10630.171252038825,-10630.171252038825,0.5,0.8725022673606873,0.5,0.5,8725023.0,288.0797119140625,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,136723536.0,-87769504.0,-87769504.0,-153075248.0,-153075248.0,254121216.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13352400.0,12,0.06150251939251513,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,212553.61489797308,9627.594264939777,0.06150251939251513,-9627.594264939777,-0.06150251939251513,156539.83544146415,0.0,0.0,0.06150251939251513,0.02573531453707001,0.0006623064143219269,0.05,1.0,-140166.5509923561,-34818.193871223004,34818.193871223004,-214531.73952830784,-36917.924226025294,36917.924226025294,-779999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1590564.7053500002,127060.6091,-127060.6091,-243312.79993136306,14303.103262188088,-14303.103262188088,0.5,0.875735342502594,0.5,0.5,8757353.0,289.14715576171875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,177595968.0,-114600696.0,-114600696.0,-141056192.0,-141056192.0,228060928.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13356000.0,13,-0.017964172816597793,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,209741.50624142084,-2812.108656552242,-0.017964172816597793,2812.108656552242,0.017964172816597793,156539.83544146415,0.0,0.0,-0.017964172816597793,0.0276096334823398,0.0007622918610291391,0.05,1.0,-181882.4553089028,-41715.904316546716,41715.904316546716,-246597.41523619634,-32065.6757078885,32065.6757078885,-839999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1704595.1694499997,114030.46409999952,-114030.46409999952,-226373.79266348,16939.007267883047,-16939.007267883047,0.5,0.8776096105575562,0.5,0.5,8776096.0,289.7660217285156,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,160312176.0,-124896576.0,-124896576.0,-112475288.0,-112475288.0,227059680.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13359600.0,14,0.007004176772678106,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,210837.9389208188,1096.4326793979562,0.007004176772678106,-1096.4326793979562,-0.007004176772678106,156539.83544146415,0.0,0.0,0.007004176772678106,0.027716932446837816,0.000768228344262571,0.05,1.0,-224200.8301726618,-42318.374863759,42318.374863759,-270764.13360891526,-24166.718372718926,24166.718372718926,-899999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1818125.0123500002,113529.84290000051,-113529.84290000051,-212322.10964760414,14051.683015875868,-14051.683015875868,0.5,0.8777169585227966,0.5,0.5,8777169.0,289.80145263671875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,89811976.0,-116109992.0,-116109992.0,-77139120.0,-77139120.0,253437136.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13363200.0,15,0.13073654202615284,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,231303.41569577882,20465.47677496003,0.13073654202615284,-20465.47677496003,-0.13073654202615284,156539.83544146415,0.0,0.0,0.13073654202615284,0.026546667363023024,0.0007047255480829918,0.05,1.0,-260593.9138143884,-36393.08364172658,36393.08364172658,-287288.0004104979,-16523.866801582626,16523.866801582626,-959999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1944843.5830999997,126718.57074999949,-126718.57074999949,-205658.25317933498,6663.856468269165,-6663.856468269165,0.5,0.8765466809272766,0.5,0.5,8765467.0,289.4150390625,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,39466716.0,-89911200.0,-89911200.0,-52492160.0,-52492160.0,252936640.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13366800.0,16,0.1843070454154292,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,260154.81025581257,28851.394560033747,0.1843070454154292,-28851.394560033747,-0.1843070454154292,156539.83544146415,0.0,0.0,0.1843070454154292,0.02459354423220772,0.0006048424179015576,0.05,1.0,-284456.6649258991,-23862.751111510734,23862.751111510734,-296258.88833638927,-8970.88792589138,8970.88792589138,-1019999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2071311.9051999988,126468.32209999906,-126468.32209999906,-210441.54168189908,-4783.288502564101,4783.288502564101,0.5,0.8745935559272766,0.5,0.5,8745935.0,288.7701721191406,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-41845780.0,-44956432.0,-44956432.0,-15388085.0,-15388085.0,252190304.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13370400.0,17,0.09569584672189989,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,275135.02235409035,14980.212098277785,0.09569584672189989,-14980.212098277785,-0.09569584672189989,156539.83544146415,0.0,0.0,0.09569584672189989,0.021909757860295698,0.00048003748949678913,0.05,1.0,-293651.2158172661,-9194.550891366962,9194.550891366962,-298852.96364160464,-2594.075305215374,2594.075305215374,-1079999.9999999998,-59999.99999999988,59999.99999999988,0.0,0.0,-0.0,0.0,0.0,-0.0,2197407.053599998,126095.14839999913,-126095.14839999913,-249767.8517870391,-39326.31010514003,39326.31010514003,0.5,0.8719097375869751,0.5,0.5,8719098.0,287.8840637207031,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-66668108.0,-8460413.0,-8460413.0,-4210876.5,-4210876.5,229339392.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
13374000.0,18,0.05827948869538255,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,284258.0839240782,9123.061569987854,0.05827948869538255,-9123.061569987854,-0.05827948869538255,156539.83544146415,0.0,0.0,0.05827948869538255,0.018694088330083125,0.0003494689384929501,0.05,1.0,-295393.9050056653,-1742.6891883992357,1742.6891883992357,-299433.12320465763,-580.1595630529919,580.1595630529919,-1139999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2312076.7526499997,114669.6990500018,-114669.6990500018,-292991.64051559905,-43223.78872855994,43223.78872855994,0.5,0.8686940670013428,0.5,0.5,8686941.0,286.8222961425781,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-109884224.0,-1220702.125,-1220702.125,-0.0,-0.0,261104928.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,False,,0,0
