time,step,reward,terminated,truncated,fmu_status,fmu_error,failure_type,transition_valid,requested_u_tp,requested_u_battery,requested_caes_mode,requested_caes_magnitude,decoded_u_tp,decoded_u_battery,decoded_u_caes,rt_raw_grid_cost,rt_raw_thermal_cost,rt_raw_battery_cost,rt_raw_caes_cost,rt_raw_curtailment_cost,rt_raw_unserved_cost,rt_raw_ramp_cost,rt_raw_total_cost,rt_cost_reference,rt_cost_reference_missing,rt_normalized_cost,rt_terminal_soc_bonus,rt_reward,rt_terminal_soc_l1_error,rt_terminal_soc_l2_error,rt_terminal_soc_tolerance,rt_terminal_soc_satisfied,obs_battery_soc,obs_caes_gas_soc,obs_caes_hot_soc,obs_caes_cold_soc,obs_caes_gas_pressure,obs_caes_gas_temperature,obs_caes_hot_temperature,obs_caes_cold_temperature,obs_p_thermal,obs_p_battery,obs_p_caes,obs_p_grid,obs_p_wind_available,obs_p_wind_actual,obs_p_pv_available,obs_p_pv_actual,obs_p_load_actual,obs_p_curtailment,obs_p_unserved,u_tp_dynamic_low,u_tp_dynamic_high,u_battery_dynamic_low,u_battery_dynamic_high,caes_discharge_allowed,caes_idle_allowed,caes_charge_allowed
50400.0,13,-0.40915706309203764,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,4049.379326140344,60000.0,0.0,0.0,-0.0,0.0,0.0,64049.37932614034,156539.83544146415,0.0,0.40915706309203764,0.0,-0.40915706309203764,0.034133669902025154,0.001165107420980418,0.05,1.0,0.5,0.8158663511276245,0.5,0.5,8158663.5,269.37969970703125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,6748965.5,-35028160.0,-35028160.0,-64210312.0,-64210312.0,242489504.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
54000.0,14,-0.3717499109584532,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-1806.330113184783,60000.0,0.0,0.0,-0.0,0.0,0.0,58193.669886815216,156539.83544146415,0.0,0.3717499109584532,0.0,-0.3717499109584532,0.034198034682384915,0.0011695055761376015,0.05,1.0,0.5,0.8158019781112671,0.5,0.5,8158019.5,269.3584289550781,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-18063302.0,-33544730.0,-33544730.0,-24006094.0,-24006094.0,225614128.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
57600.0,15,-0.33190127365404554,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-8044.229239383352,60000.0,0.0,0.0,-0.0,0.0,0.0,51955.77076061665,156539.83544146415,0.0,0.33190127365404554,0.0,-0.33190127365404554,0.0359022903829368,0.001288974454740716,0.05,1.0,0.5,0.8140977025032043,0.5,0.5,8140977.0,268.7957458496094,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-80442296.0,-12309378.0,-12309378.0,-0.0,-0.0,242751664.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
61200.0,16,-0.33648171483926365,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-7327.207730000001,60000.0,0.0,0.0,-0.0,0.0,0.0,52672.79227,156539.83544146415,0.0,0.33648171483926365,0.0,-0.33648171483926365,0.038293427573147576,0.001466386595299899,0.05,1.0,0.5,0.81170654296875,0.5,0.5,8117065.5,268.0062255859375,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-73272080.0,0.0,0.0,-0.0,-0.0,223272080.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
64800.0,17,-0.3428888043648882,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-6324.242990000001,60000.0,0.0,0.0,-0.0,0.0,0.0,53675.75701,156539.83544146415,0.0,0.3428888043648882,0.0,-0.3428888043648882,0.04093707040453032,0.0016758437333054721,0.05,1.0,0.5,0.8090629577636719,0.5,0.5,8090629.5,267.13336181640625,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-63242428.0,0.0,0.0,-0.0,-0.0,213242432.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
68400.0,18,-0.3312420687281835,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-8147.4210699999985,60000.0,0.0,0.0,-0.0,0.0,0.0,51852.57893,156539.83544146415,0.0,0.3312420687281835,0.0,-0.3312420687281835,0.0432255465216439,0.001868447872094801,0.05,1.0,0.5,0.8067744374275208,0.5,0.5,8067744.5,266.3777770996094,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-81474208.0,0.0,0.0,-0.0,-0.0,231474208.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
72000.0,19,-0.33337411696407676,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-7813.670590000001,60000.0,0.0,0.0,-0.0,0.0,0.0,52186.32941,156539.83544146415,0.0,0.33337411696407676,0.0,-0.33337411696407676,0.04499759910706569,0.002024783925400199,0.05,1.0,0.5,0.8050023913383484,0.5,0.5,8050024.0,265.79266357421875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-78136704.0,0.0,0.0,-0.0,-0.0,228136704.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
75600.0,20,-0.33406332332292943,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-7705.782340000001,60000.0,0.0,0.0,-0.0,0.0,0.0,52294.21766,156539.83544146415,0.0,0.33406332332292943,0.0,-0.33406332332292943,0.04706628092566767,0.002215234800173868,0.05,1.0,0.5,0.8029336929321289,0.5,0.5,8029337.0,265.1096496582031,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-77057824.0,0.0,0.0,-0.0,-0.0,227057824.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
79200.0,21,-0.3387856046381952,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-6966.557199999999,60000.0,0.0,0.0,-0.0,0.0,0.0,53033.442800000004,156539.83544146415,0.0,0.3387856046381952,0.0,-0.3387856046381952,0.049726629209789985,0.0024727376525679385,0.05,1.0,0.5,0.8002733588218689,0.5,0.5,8002733.5,264.23126220703125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-69665568.0,0.0,0.0,-0.0,-0.0,219665568.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
82800.0,22,-0.3379183834633603,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-7102.311859999999,60000.0,0.0,0.0,-0.0,0.0,0.0,52897.68814,156539.83544146415,0.0,0.3379183834633603,0.0,-0.3379183834633603,0.05280551275243217,0.0027884221770472766,0.05,0.0,0.5,0.7971944808959961,0.5,0.5,7971945.0,263.2146911621094,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-71023120.0,0.0,0.0,-0.0,-0.0,221023120.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
86400.0,23,-0.3469684886075538,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-5685.609890000001,60000.0,0.0,0.0,-0.0,0.0,0.0,54314.39011,156539.83544146415,0.0,0.3469684886075538,0.0,-0.3469684886075538,0.05581906713145124,0.00311576825542546,0.05,0.0,0.5,0.7941809296607971,0.5,0.5,7941809.5,262.21966552734375,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-56856100.0,0.0,0.0,-0.0,-0.0,206856096.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
90000.0,24,-0.34201588662088633,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-6460.88939,60000.0,0.0,0.0,-0.0,0.0,0.0,53539.11061,156539.83544146415,0.0,0.34201588662088633,0.0,-0.34201588662088633,0.058560442342893704,0.003429325407395378,0.05,0.0,0.5,0.7914395332336426,0.5,0.5,7914395.5,261.3145446777344,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-64608892.0,0.0,0.0,-0.0,-0.0,214608896.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
93600.0,25,-0.3511143586870115,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-5036.616069999999,60000.0,0.0,0.0,-0.0,0.0,0.0,54963.38393,156539.83544146415,0.0,0.3511143586870115,0.0,-0.3511143586870115,0.061010337852794416,0.003722261324912119,0.05,0.0,0.5,0.7889896631240845,0.5,0.5,7889896.5,260.5056457519531,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-50366160.0,0.0,0.0,-0.0,-0.0,200366160.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
97200.0,26,-0.32155708952960166,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-9663.506119999998,60000.0,0.0,0.0,-0.0,0.0,0.0,50336.49388,156539.83544146415,0.0,0.32155708952960166,0.0,-0.32155708952960166,0.06315055072447995,0.0039879920568051145,0.05,0.0,0.5,0.7868494391441345,0.5,0.5,7868494.5,259.7989807128906,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-96635064.0,0.0,0.0,-0.0,-0.0,246635056.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
100800.0,27,-0.3318880918935637,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-8046.292709999999,60000.0,0.0,0.0,-0.0,0.0,0.0,51953.70729,156539.83544146415,0.0,0.3318880918935637,0.0,-0.3318880918935637,0.06498419340221773,0.004222945392136838,0.05,0.0,0.5,0.7850158214569092,0.5,0.5,7850158.0,259.1935729980469,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-80462928.0,0.0,0.0,-0.0,-0.0,230462928.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
104400.0,28,-0.32286204586499007,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-9459.228469999998,60000.0,0.0,0.0,-0.0,0.0,0.0,50540.77153,156539.83544146415,0.0,0.32286204586499007,0.0,-0.32286204586499007,0.06635808927684073,0.004403396012473164,0.05,0.0,0.5,0.7836419343948364,0.5,0.5,7836419.0,258.73992919921875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-94592288.0,0.0,0.0,-0.0,-0.0,244592288.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
108000.0,29,-0.3379068059630078,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-7104.124199999999,60000.0,0.0,0.0,-0.0,0.0,0.0,52895.8758,156539.83544146415,0.0,0.3379068059630078,0.0,-0.3379068059630078,0.0671375424161963,0.004507449601686557,0.05,0.0,0.5,0.7828624844551086,0.5,0.5,7828624.5,258.4825744628906,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-71041240.0,0.0,0.0,-0.0,-0.0,221041248.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
111600.0,30,-0.34715282914021073,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-5656.753253352689,60000.0,0.0,0.0,-0.0,0.0,0.0,54343.24674664731,156539.83544146415,0.0,0.34715282914021073,0.0,-0.34715282914021073,0.06727916914353593,0.004526486600644517,0.05,0.0,0.5,0.7827208042144775,0.5,0.5,7827208.5,258.4358215332031,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-56567532.0,0.0,0.0,-13441535.0,-13441535.0,220009072.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
115200.0,31,-0.3729058576989868,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-1625.3784006425558,60000.0,0.0,0.0,-0.0,0.0,0.0,58374.621599357444,156539.83544146415,0.0,0.3729058576989868,0.0,-0.3729058576989868,0.06573998658779878,0.004321745836563964,0.05,0.0,0.5,0.7842600345611572,0.5,0.5,7842600.0,258.94403076171875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-16253784.0,0.0,-0.0,-61442920.0,-61442920.0,227696704.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
118800.0,32,-0.4679519560225906,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,13253.122190287595,60000.0,0.0,0.0,-0.0,0.0,0.0,73253.1221902876,156539.83544146415,0.0,0.4679519560225906,0.0,-0.4679519560225906,0.06159291749613671,0.003793687485685904,0.05,0.0,0.5,0.7884070873260498,0.5,0.5,7884071.0,260.31329345703125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,22088536.0,0.0,0.0,-101901512.0,-101901512.0,229812976.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
122400.0,33,-0.5626737839358718,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,28080.861544547304,60000.0,0.0,0.0,-0.0,0.0,0.0,88080.86154454731,156539.83544146415,0.0,0.5626737839358718,0.0,-0.5626737839358718,0.05583864560717422,0.0031179543432435968,0.05,0.0,0.5,0.7941613793373108,0.5,0.5,7941613.5,262.21319580078125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,46801436.0,0.0,-0.0,-122115376.0,-122115376.0,225313936.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
126000.0,34,-0.5980266182415931,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,33614.988409154284,60000.0,0.0,0.0,-0.0,0.0,0.0,93614.98840915429,156539.83544146415,0.0,0.5980266182415931,0.0,-0.5980266182415931,0.0501189011521741,0.002511904252701398,0.05,0.0,0.5,0.799881100654602,0.5,0.5,7998811.0,264.1017150878906,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,56024980.0,0.0,-0.0,-135385456.0,-135385456.0,229360480.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
129600.0,35,-0.663950115766552,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,43934.64186343714,60000.0,0.0,0.0,-0.0,0.0,0.0,103934.64186343714,156539.83544146415,0.0,0.663950115766552,0.0,-0.663950115766552,0.04521999432144841,0.002044847886431826,0.05,1.0,0.5,0.8047800064086914,0.5,0.5,8047800.0,265.7192077636719,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,73224400.0,0.0,0.0,-129865488.0,-129865488.0,206641088.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
133200.0,36,-0.4624803980877729,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,12396.605411562814,60000.0,0.0,0.0,-0.0,0.0,0.0,72396.6054115628,156539.83544146415,0.0,0.4624803980877729,0.0,-0.4624803980877729,0.041212137030449014,0.0016984402386165068,0.05,1.0,0.5,0.8087878823280334,0.5,0.5,8087878.5,267.0425109863281,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,20661010.0,0.0,0.0,-108740912.0,-108740912.0,238079904.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
136800.0,37,-0.378403019964584,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-764.8535241909503,60000.0,0.0,0.0,-0.0,0.0,0.0,59235.14647580905,156539.83544146415,0.0,0.378403019964584,0.0,-0.378403019964584,0.038089870011496774,0.0014508381974927213,0.05,1.0,0.5,0.8119101524353027,0.5,0.5,8119101.5,268.07342529296875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-7648535.0,0.0,0.0,-74908640.0,-74908640.0,232557168.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
140400.0,38,-0.35961698184979396,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-3705.6168392772524,60000.0,0.0,0.0,-0.0,0.0,0.0,56294.38316072275,156539.83544146415,0.0,0.35961698184979396,0.0,-0.35961698184979396,0.036210346969248186,0.0013111892276333414,0.05,1.0,0.5,0.8137896656990051,0.5,0.5,8137896.5,268.6939697265625,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-37056168.0,0.0,0.0,-30498326.0,-30498326.0,217554496.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
144000.0,39,-0.3413637043842557,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-6562.981890000001,60000.0,0.0,0.0,-0.0,0.0,0.0,53437.01811,156539.83544146415,0.0,0.3413637043842557,0.0,-0.3413637043842557,0.036478987689926745,0.001330716542881827,0.05,1.0,0.5,0.8135210275650024,0.5,0.5,8135210.0,268.60528564453125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-65629820.0,0.0,0.0,-0.0,-0.0,215629824.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
147600.0,40,-0.34258849971803956,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-6371.252630000001,60000.0,0.0,0.0,-0.0,0.0,0.0,53628.74737,156539.83544146415,0.0,0.34258849971803956,0.0,-0.34258849971803956,0.03833717770249445,0.0014697391941926377,0.05,1.0,0.5,0.8116627931594849,0.5,0.5,8116628.0,267.99176025390625,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-63712528.0,0.0,0.0,-0.0,-0.0,213712528.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
151200.0,41,-0.34657214348667753,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-5747.653690000001,60000.0,0.0,0.0,-0.0,0.0,0.0,54252.34631,156539.83544146415,0.0,0.34657214348667753,0.0,-0.34657214348667753,0.04041919061874388,0.0016337109702743535,0.05,1.0,0.5,0.8095808029174805,0.5,0.5,8095808.0,267.3043212890625,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-57476536.0,0.0,0.0,-0.0,-0.0,207476544.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
154800.0,42,-0.3406690154592717,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-6671.7283800000005,60000.0,0.0,0.0,-0.0,0.0,0.0,53328.27162,156539.83544146415,0.0,0.3406690154592717,0.0,-0.3406690154592717,0.042439999694286024,0.0018011535740509977,0.05,1.0,0.5,0.8075600266456604,0.5,0.5,8075600.0,266.6370849609375,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-66717284.0,0.0,0.0,-0.0,-0.0,216717280.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
158400.0,43,-0.32474053397742947,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,-9165.17025,60000.0,0.0,0.0,-0.0,0.0,0.0,50834.829750000004,156539.83544146415,0.0,0.32474053397742947,0.0,-0.32474053397742947,0.044244948750608804,0.0019576154899439997,0.05,1.0,0.5,0.805755078792572,0.5,0.5,8057550.5,266.0411376953125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-91651704.0,0.0,0.0,-0.0,-0.0,241651696.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True
