time,step,reward,terminated,truncated,fmu_status,fmu_error,failure_type,transition_valid,requested_u_tp,requested_u_battery,requested_caes_mode,requested_caes_magnitude,decoded_u_tp,decoded_u_battery,decoded_u_caes,rt_economic_cashflow_total,rt_economic_cashflow_delta,rt_economic_reward,rt_raw_total_cost,rt_normalized_cost,rt_cost_reference,rt_cost_reference_missing,rt_terminal_soc_bonus,rt_reward,rt_terminal_soc_l1_error,rt_terminal_soc_l2_error,rt_terminal_soc_tolerance,rt_terminal_soc_satisfied,rt_soc_shaping_reward,rt_soc_shaping_coef,rt_soc_l1_prev,rt_economic_cashflow_wind,rt_economic_cashflow_delta_wind,rt_raw_wind_cost,rt_economic_cashflow_pv,rt_economic_cashflow_delta_pv,rt_raw_pv_cost,rt_economic_cashflow_thermal,rt_economic_cashflow_delta_thermal,rt_raw_thermal_cost,rt_economic_cashflow_battery,rt_economic_cashflow_delta_battery,rt_raw_battery_cost,rt_economic_cashflow_caes,rt_economic_cashflow_delta_caes,rt_raw_caes_cost,rt_economic_cashflow_load,rt_economic_cashflow_delta_load,rt_raw_load_cost,rt_economic_cashflow_grid,rt_economic_cashflow_delta_grid,rt_raw_grid_cost,obs_battery_soc,obs_caes_gas_soc,obs_caes_hot_soc,obs_caes_cold_soc,obs_caes_gas_pressure,obs_caes_gas_temperature,obs_caes_hot_temperature,obs_caes_cold_temperature,obs_p_thermal,obs_p_battery,obs_p_caes,obs_p_grid,obs_p_wind_available,obs_p_wind_actual,obs_p_pv_available,obs_p_pv_actual,obs_p_load_actual,obs_p_curtailment,obs_p_unserved,u_tp_dynamic_low,u_tp_dynamic_high,u_battery_dynamic_low,u_battery_dynamic_high,caes_discharge_allowed,caes_idle_allowed,caes_charge_allowed,caes_locked_mode,caes_locked_steps_completed,caes_locked_steps_remaining
39600.0,10,0.10178587581265698,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,133571.1206622949,14383.203504102392,0.0918820660794727,-14383.203504102392,-0.0918820660794727,156539.83544146415,0.0,0.0,0.10178587581265698,0.043342034396675055,0.0018785319456425637,0.05,1.0,0.009903809733184277,2.0,0.048293939263267194,-27313.20512000718,-13726.302686330931,13726.302686330931,-87013.59125070216,-30601.875628482987,30601.875628482987,-659999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1203196.81835,109436.03850000072,-109436.03850000072,-295298.9013169959,9275.343318916333,-9275.343318916333,0.5,0.8066579699516296,0.5,0.5,8066579.5,266.33929443359375,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,87790400.0,-41586420.0,-41586420.0,-120293896.0,-120293896.0,224089920.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
43200.0,11,0.11830324625054799,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,150744.190588069,17173.069925774093,0.10970415215618211,-17173.069925774093,-0.10970415215618211,156539.83544146415,0.0,0.0,0.11830324625054799,0.039042487349492117,0.001524315818435252,0.05,1.0,0.008599094094365878,2.0,0.043342034396675055,-41440.7427998633,-14127.53767985612,14127.53767985612,-115966.58813648799,-28952.996885785833,28952.996885785833,-719999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1315241.7763499992,112044.95799999917,-112044.95799999917,-287090.2548255799,8208.646491416031,-8208.646491416031,0.5,0.8109574913978577,0.5,0.5,8109575.0,267.7589111328125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,59453852.0,-38889120.0,-38889120.0,-110345712.0,-110345712.0,239780976.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
46800.0,12,0.17916108798161848,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,177798.52480869993,27054.33422063093,0.17282715383170003,-27054.33422063093,-0.17282715383170003,156539.83544146415,0.0,0.0,0.17916108798161848,0.03587552027453289,0.0012870529549684204,0.05,1.0,0.006333934149918452,2.0,0.039042487349492117,-54079.307091949624,-12638.564292086325,12638.564292086325,-140684.10663057174,-24717.51849408375,24717.51849408375,-779999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1435132.2654000001,119890.4890500009,-119890.4890500009,-282570.3268687788,4519.9279568010825,-4519.9279568010825,0.5,0.8141244649887085,0.5,0.5,8141245.0,268.8045654296875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,33070466.0,-32815878.0,-32815878.0,-84824272.0,-84824272.0,234569680.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
50400.0,13,0.18900574260698627,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,206840.11471253727,29041.58990383733,0.1855220418619708,-29041.58990383733,-0.1855220418619708,156539.83544146415,0.0,0.0,0.18900574260698627,0.034133669902025154,0.001165107420980418,0.05,1.0,0.0034837007450154722,2.0,0.03587552027453289,-65911.06839527696,-11831.761303327337,11831.761303327337,-159575.81653450074,-18891.709903929004,18891.709903929004,-839999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1552417.1077999992,117284.84239999903,-117284.84239999903,-280090.10815768514,2480.21871109365,-2480.21871109365,0.5,0.8158663511276245,0.5,0.5,8158663.5,269.37969970703125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,6748965.5,-35028160.0,-35028160.0,-64210312.0,-64210312.0,242489504.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
54000.0,14,0.19178287129468077,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,236881.92512974958,30041.810417212313,0.1919116008554003,-30041.810417212313,-0.1919116008554003,156539.83544146415,0.0,0.0,0.19178287129468077,0.034198034682384915,0.0011695055761376015,0.05,1.0,-0.00012872956071952046,2.0,0.034133669902025154,-77936.2901787302,-12025.221783453235,12025.221783453235,-171125.7705312564,-11549.953996755648,11549.953996755648,-899999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1673661.8602500001,121244.75245000096,-121244.75245000096,-287717.8744102639,-7627.76625257876,7627.76625257876,0.5,0.8158019781112671,0.5,0.5,8158019.5,269.3584289550781,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-18063302.0,-33544730.0,-33544730.0,-24006094.0,-24006094.0,225614128.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
57600.0,15,0.11071602040691216,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,254746.96055881053,17865.035429060954,0.11412453180801592,-17865.035429060954,-0.11412453180801592,156539.83544146415,0.0,0.0,0.11071602040691216,0.0359022903829368,0.001288974454740716,0.05,1.0,-0.0034085114011037643,2.0,0.034198034682384915,-86045.77078304671,-8109.480604316515,8109.480604316515,-174435.74332634246,-3309.972795086069,3309.972795086069,-959999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1786468.923400001,112807.06315000076,-112807.06315000076,-311240.44873180037,-23522.574321536464,23522.574321536464,0.5,0.8140977025032043,0.5,0.5,8140977.0,268.7957458496094,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-80442296.0,-12309378.0,-12309378.0,-0.0,-0.0,242751664.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
61200.0,16,0.03874732266559861,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,261561.07651722778,6814.115958417242,0.04352959704602017,-6814.115958417242,-0.04352959704602017,156539.83544146415,0.0,0.0,0.03874732266559861,0.038293427573147576,0.001466386595299899,0.05,1.0,-0.004782274380421558,2.0,0.0359022903829368,-87570.76698083089,-1524.996197784174,1524.996197784174,-174435.74332634246,0.0,-0.0,-1019999.9999999999,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1907844.758600002,121375.83520000102,-121375.83520000102,-364277.1717755989,-53036.72304379853,53036.72304379853,0.5,0.81170654296875,0.5,0.5,8117065.5,268.0062255859375,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-73272080.0,0.0,0.0,-0.0,-0.0,223272080.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
64800.0,17,0.04372766473859297,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,269233.86878722796,7672.79227000018,0.049014950401358455,-7672.79227000018,-0.049014950401358455,156539.83544146415,0.0,0.0,0.04372766473859297,0.04093707040453032,0.0016758437333054721,0.05,1.0,-0.005287285662765484,2.0,0.038293427573147576,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1079999.9999999998,-59999.99999999988,59999.99999999988,0.0,0.0,-0.0,0.0,0.0,-0.0,2019480.7972500015,111636.03864999954,-111636.03864999954,-408240.4181555988,-43963.24637999991,43963.24637999991,0.5,0.8090629577636719,0.5,0.5,8090629.5,267.13336181640625,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-63242428.0,0.0,0.0,-0.0,-0.0,213242432.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
68400.0,18,0.05084508769275436,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,277909.6257972279,8675.757009999943,0.05542203992698152,-8675.757009999943,-0.05542203992698152,156539.83544146415,0.0,0.0,0.05084508769275436,0.0432255465216439,0.001868447872094801,0.05,1.0,-0.004576952234227161,2.0,0.04093707040453032,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1139999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2126102.012200002,106621.21495000063,-106621.21495000063,-446185.87609559856,-37945.45793999976,37945.45793999976,0.5,0.8067744374275208,0.5,0.5,8067744.5,266.3777770996094,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-81474208.0,0.0,0.0,-0.0,-0.0,231474208.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
72000.0,19,0.04023119911943179,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,284762.2047272276,6852.578929999727,0.043775304290275374,-6852.578929999727,-0.043775304290275374,156539.83544146415,0.0,0.0,0.04023119911943179,0.04499759910706569,0.002024783925400199,0.05,1.0,-0.003544105170843581,2.0,0.0432255465216439,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1199999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2241839.117550003,115737.10535000078,-115737.10535000078,-495070.40251559846,-48884.52641999989,48884.52641999989,0.5,0.8050023913383484,0.5,0.5,8050024.0,265.79266357421875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-78136704.0,0.0,0.0,-0.0,-0.0,228136704.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
75600.0,20,0.04176998888896574,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,291948.5341372275,7186.329409999889,0.045907352526169704,-7186.329409999889,-0.045907352526169704,156539.83544146415,0.0,0.0,0.04176998888896574,0.04706628092566767,0.002215234800173868,0.05,1.0,-0.004137363637203961,2.0,0.04499759910706569,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1259999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2355907.470500004,114068.35295000114,-114068.35295000114,-541952.4260555983,-46882.02353999985,46882.02353999985,0.5,0.8029336929321289,0.5,0.5,8029337.0,265.1096496582031,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-77057824.0,0.0,0.0,-0.0,-0.0,227057824.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
79200.0,21,0.04127586231677744,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,299242.75179722736,7294.217659999849,0.04659655888502207,-7294.217659999849,-0.04659655888502207,156539.83544146415,0.0,0.0,0.04127586231677744,0.049726629209789985,0.0024727376525679385,0.05,1.0,-0.005320696568244632,2.0,0.04706628092566767,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1319999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2469436.382200006,113528.91170000192,-113528.91170000192,-588187.120095598,-46234.69403999974,46234.69403999974,0.5,0.8002733588218689,0.5,0.5,8002733.5,264.23126220703125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-69665568.0,0.0,0.0,-0.0,-0.0,219665568.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
82800.0,22,0.04516107311500564,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,307276.19459722756,8033.4428000001935,0.05131884020029001,-8033.4428000001935,-0.05131884020029001,156539.83544146415,0.0,0.0,0.04516107311500564,0.05280551275243217,0.0027884221770472766,0.05,0.0,-0.006157767085284371,2.0,0.049726629209789985,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1379999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2579269.1682000044,109832.78599999845,-109832.78599999845,-629986.463295598,-41799.3432,41799.3432,0.5,0.7971944808959961,0.5,0.5,7971945.0,263.2146911621094,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-71023120.0,0.0,0.0,-0.0,-0.0,221023120.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
86400.0,23,0.04442451026741644,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,315173.88273722766,7897.6881400001,0.05045161902545457,-7897.6881400001,-0.05045161902545457,156539.83544146415,0.0,0.0,0.04442451026741644,0.05581906713145124,0.00311576825542546,0.05,0.0,-0.0060271087580381355,2.0,0.05280551275243217,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1439999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2689780.7275000033,110511.55929999892,-110511.55929999892,-672600.3344555986,-42613.87116000056,42613.87116000056,0.5,0.7941809296607971,0.5,0.5,7941809.5,262.21966552734375,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-56856100.0,0.0,0.0,-0.0,-0.0,206856096.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
90000.0,24,0.054018973746761255,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,324488.27284722746,9314.390109999804,0.059501724169646185,-9314.390109999804,-0.059501724169646185,156539.83544146415,0.0,0.0,0.054018973746761255,0.058560442342893704,0.003429325407395378,0.05,0.0,-0.00548275042288493,2.0,0.05581906713145124,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1499999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2793208.776950003,103428.04944999982,-103428.04944999982,-706713.9937955986,-34113.65934000001,34113.65934000001,0.5,0.7914395332336426,0.5,0.5,7914395.5,261.3145446777344,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-64608892.0,0.0,0.0,-0.0,-0.0,214608896.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
93600.0,25,0.04964933116317983,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,333027.38345722767,8539.110610000207,0.054549122182981254,-8539.110610000207,-0.054549122182981254,156539.83544146415,0.0,0.0,0.04964933116317983,0.061010337852794416,0.003722261324912119,0.05,0.0,-0.004899791019801425,2.0,0.058560442342893704,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1559999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2900513.223900004,107304.44695000071,-107304.44695000071,-745479.3301355985,-38765.33633999992,38765.33633999992,0.5,0.7889896631240845,0.5,0.5,7889896.5,260.5056457519531,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-50366160.0,0.0,0.0,-0.0,-0.0,200366160.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
97200.0,26,0.059367168505734896,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,342990.7673872278,9963.383930000127,0.06364759424910596,-9963.383930000127,-0.06364759424910596,156539.83544146415,0.0,0.0,0.059367168505734896,0.06315055072447995,0.0039879920568051145,0.05,0.0,-0.0042804257433710635,2.0,0.061010337852794416,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1619999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,3000696.304250006,100183.08035000227,-100183.08035000227,-775699.026555599,-30219.6964200004,30219.6964200004,0.5,0.7868494391441345,0.5,0.5,7868494.5,259.7989807128906,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-96635064.0,0.0,0.0,-0.0,-0.0,246635056.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
100800.0,27,0.03042303973622102,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,348327.261267228,5336.493880000198,0.03409032509169658,-5336.493880000198,-0.03409032509169658,156539.83544146415,0.0,0.0,0.03042303973622102,0.06498419340221773,0.004222945392136838,0.05,0.0,-0.003667285355475558,2.0,0.06315055072447995,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1679999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,3124013.8348500063,123317.53060000017,-123317.53060000017,-833680.0632755989,-57981.036719999975,57981.036719999975,0.5,0.7850158214569092,0.5,0.5,7850158.0,259.1935729980469,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-80462928.0,0.0,0.0,-0.0,-0.0,230462928.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
104400.0,28,0.04167353570641244,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,355280.96855722816,6953.707290000166,0.04442132745565844,-6953.707290000166,-0.04442132745565844,156539.83544146415,0.0,0.0,0.04167353570641244,0.06635808927684073,0.004403396012473164,0.05,0.0,-0.002747791749245998,2.0,0.06498419340221773,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1739999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,3239245.298400005,115231.46354999859,-115231.46354999859,-881957.8195355991,-48277.75626000017,48277.75626000017,0.5,0.7836419343948364,0.5,0.5,7836419.0,258.73992919921875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-94592288.0,0.0,0.0,-0.0,-0.0,244592288.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
108000.0,29,0.033836375148372025,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,360821.74008722807,5540.771529999911,0.03539528142708316,-5540.771529999911,-0.03539528142708316,156539.83544146415,0.0,0.0,0.033836375148372025,0.0671375424161963,0.004507449601686557,0.05,0.0,-0.0015589062787111363,2.0,0.06635808927684073,-87570.76698083089,0.0,-0.0,-174435.74332634246,0.0,-0.0,-1799999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,3361541.440750007,122296.14235000219,-122296.14235000219,-938713.1903555996,-56755.370820000535,56755.370820000535,0.5,0.7828624844551086,0.5,0.5,7828624.5,258.4825744628906,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-71041240.0,0.0,0.0,-0.0,-0.0,221041248.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
111600.0,30,0.06369541984683576,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,370836.9510776104,10015.210990382358,0.06397867330151503,-10015.210990382358,-0.06397867330151503,156539.83544146415,0.0,0.0,0.06369541984683576,0.06727916914353593,0.004526486600644517,0.05,0.0,-0.00028325345467927754,2.0,0.0671375424161963,-87570.76698083089,0.0,-0.0,-175949.55417661555,-1513.8108502730902,1513.8108502730902,-1859999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,3472062.061750009,110520.62100000214,-110520.62100000214,-977704.7895149442,-38991.599159344565,38991.599159344565,0.5,0.7827208042144775,0.5,0.5,7827208.5,258.4358215332031,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-56567532.0,0.0,0.0,-13441535.0,-13441535.0,220009072.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
115200.0,31,0.13279797486616637,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,391143.2374421409,20306.286364530446,0.12971960975469207,-20306.286364530446,-0.12971960975469207,156539.83544146415,0.0,0.0,0.13279797486616637,0.06573998658779878,0.004321745836563964,0.05,0.0,0.0030783651114743016,2.0,0.06727916914353593,-87570.76698083089,0.0,-0.0,-184740.40637985157,-8790.85220323602,8790.85220323602,-1919999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,3582066.595350011,110004.5336000016,-110004.5336000016,-998612.1845471777,-20907.39503223356,20907.39503223356,0.5,0.7842600345611572,0.5,0.5,7842600.0,258.94403076171875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-16253784.0,0.0,-0.0,-61442920.0,-61442920.0,227696704.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
118800.0,32,0.21330586491755993,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,423235.73940868856,32092.501966547687,0.2050117267342358,-32092.501966547687,-0.2050117267342358,156539.83544146415,0.0,0.0,0.21330586491755993,0.06159291749613671,0.003793687485685904,0.05,0.0,0.00829413818332414,2.0,0.06573998658779878,-87570.76698083089,0.0,-0.0,-204689.39700901607,-19948.990629164502,19948.990629164502,-1979999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,3695914.948300012,113848.35295000114,-113848.35295000114,-1000419.0449014655,-1806.8603542877827,1806.8603542877827,0.5,0.7884070873260498,0.5,0.5,7884071.0,260.31329345703125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,22088536.0,0.0,0.0,-101901512.0,-101901512.0,229812976.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
122400.0,33,0.20485706166838955,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,453502.48458211287,30266.745173424308,0.19334851789046456,-30266.745173424308,-0.19334851789046456,156539.83544146415,0.0,0.0,0.20485706166838955,0.05583864560717422,0.0031179543432435968,0.05,0.0,0.011508543777924984,2.0,0.06159291749613671,-87570.76698083089,0.0,-0.0,-232453.46965330897,-27764.0726442929,27764.0726442929,-2039999.9999999998,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,3810821.4342500134,114906.48595000152,-114906.48595000152,-997294.7130337484,3124.33186771709,-3124.33186771709,0.5,0.7941613793373108,0.5,0.5,7941613.5,262.21319580078125,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,46801436.0,0.0,-0.0,-122115376.0,-122115376.0,225313936.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
126000.0,34,0.17694807453154757,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,479411.17133945937,25908.6867573465,0.16550858562154733,-25908.6867573465,-0.16550858562154733,156539.83544146415,0.0,0.0,0.17694807453154757,0.0501189011521741,0.002511904252701398,0.05,0.0,0.01143948891000024,2.0,0.05583864560717422,-87570.76698083089,0.0,-0.0,-264481.6191243982,-32028.149471089244,32028.149471089244,-2099999.9999999995,-59999.99999999977,59999.99999999977,0.0,0.0,-0.0,0.0,0.0,-0.0,3923478.4048000122,112656.9705499988,-112656.9705499988,-992014.8473553128,5279.865678435657,-5279.865678435657,0.5,0.799881100654602,0.5,0.5,7998811.0,264.1017150878906,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,56024980.0,0.0,-0.0,-135385456.0,-135385456.0,229360480.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
129600.0,35,0.1810620698600027,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,506220.84982178535,26809.67848232598,0.17126425619855132,-26809.67848232598,-0.17126425619855132,156539.83544146415,0.0,0.0,0.1810620698600027,0.04521999432144841,0.002044847886431826,0.05,1.0,0.009797813661451382,2.0,0.0501189011521741,-87570.76698083089,0.0,-0.0,-297705.80925385497,-33224.19012945675,33224.19012945675,-2159999.9999999995,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,4038158.6455000103,114680.2406999981,-114680.2406999981,-986661.2194435301,5353.627911782707,-5353.627911782707,0.5,0.8047800064086914,0.5,0.5,8047800.0,265.7192077636719,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,73224400.0,0.0,0.0,-129865488.0,-129865488.0,206641088.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
133200.0,36,0.13324230147948993,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,525823.7991276148,19602.949305829476,0.12522658689749114,-19602.949305829476,-0.12522658689749114,156539.83544146415,0.0,0.0,0.13324230147948993,0.041212137030449014,0.0016984402386165068,0.05,1.0,0.00801571458199879,2.0,0.04521999432144841,-87570.76698083089,0.0,-0.0,-327794.94994413905,-30089.140690284083,30089.140690284083,-2219999.9999999995,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,4141479.1876500105,103320.54215000011,-103320.54215000011,-980289.6715974163,6371.547846113797,-6371.547846113797,0.5,0.8087878823280334,0.5,0.5,8087878.5,267.0425109863281,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,20661010.0,0.0,0.0,-108740912.0,-108740912.0,238079904.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
136800.0,37,0.23138578190836837,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,561067.3730203431,35243.57389272831,0.22514124787046388,-35243.57389272831,-0.22514124787046388,156539.83544146415,0.0,0.0,0.23138578190836837,0.038089870011496774,0.0014508381974927213,0.05,1.0,0.006244534037904481,2.0,0.041212137030449014,-87570.76698083089,0.0,-0.0,-351179.30326595437,-23384.353321815317,23384.353321815317,-2279999.9999999995,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,4260519.137200008,119039.94954999769,-119039.94954999769,-980701.6939328725,-412.02233545621857,412.02233545621857,0.5,0.8119101524353027,0.5,0.5,8119101.5,268.07342529296875,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-7648535.0,0.0,0.0,-74908640.0,-74908640.0,232557168.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
140400.0,38,0.1698067275394983,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,587060.4497507457,25993.076730402536,0.16604768145500112,-25993.076730402536,-0.16604768145500112,156539.83544146415,0.0,0.0,0.1698067275394983,0.036210346969248186,0.0013111892276333414,0.05,1.0,0.003759046084497175,2.0,0.038089870011496774,-87570.76698083089,0.0,-0.0,-364928.4419876705,-13749.138721716125,13749.138721716125,-2339999.9999999995,-60000.0,60000.0,0.0,0.0,-0.0,0.0,0.0,-0.0,4376797.724600009,116278.58740000054,-116278.58740000054,-997238.0658807541,-16536.37194788165,16536.37194788165,0.5,0.8137896656990051,0.5,0.5,8137896.5,268.6939697265625,473.1572265625,313.16363525390625,-150000000.0,0.0,0.0,-37056168.0,0.0,0.0,-30498326.0,-30498326.0,217554496.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,True,True,,0,0
