start_time,valid_steps,week_raw,terminal_soc_l1,failure,scenario
0,168,10251162.532213729,0.041607738312361975,,winter_week
7776000,168,12826273.441056704,0.010396368877547912,,spring_week
15552000,168,15051987.255563527,0.040733532396531325,,summer_week
23328000,168,11157204.82030517,0.05050062987844961,,autumn_week
2592000,168,10553801.538427727,0.0384472413490341,,high_wind_proxy
18144000,168,14234366.678963462,0.04043458734105809,,low_wind_proxy
