time,step,reward,terminated,truncated,fmu_status,fmu_error,failure_type,transition_valid,requested_u_tp,requested_u_battery,requested_caes_mode,requested_u_caes,decoded_u_tp,decoded_u_battery,decoded_u_caes,rt_economic_cashflow_total,rt_economic_cashflow_delta,rt_cashflow_delta,rt_generalized_cashflow_delta,rt_economic_reward,rt_raw_total_cost,rt_raw_generalized_cost,rt_normalized_cost,rt_cost_reference,rt_cost_reference_missing,rt_terminal_soc_bonus,rt_reward,rt_external_cost_cny,rt_terminal_soc_l1_error,rt_terminal_soc_l1_full,rt_terminal_soc_l1_energy,rt_terminal_soc_l2_error,rt_terminal_soc_tolerance,rt_terminal_soc_satisfied,rt_soc_shaping_reward,rt_soc_shaping_potential,rt_soc_shaping_absolute,rt_soc_shaping_coef,rt_soc_recovery_scale,rt_soc_l1_prev,rt_market_settlement_enabled,rt_market_grid_cashflow,rt_market_grid_cost,rt_market_buy_cost,rt_market_sell_revenue,rt_market_energy_buy_mwh,rt_market_energy_sell_mwh,rt_market_buy_yuan_per_kwh,rt_market_sell_yuan_per_kwh,rt_p_grid_mw,rt_fmu_grid_cashflow_delta,rt_carbon_enabled,rt_carbon_mode,rt_carbon_mass_t,rt_carbon_mass_thermal_t,rt_carbon_mass_grid_t,rt_carbon_cost_cny,rt_carbon_thermal_step_cny,rt_carbon_grid_step_cny,rt_carbon_settlement_cny,rt_carbon_price_cny_per_t,rt_carbon_eta_thermal,rt_carbon_eta_grid,rt_carbon_beta_t_per_mwh,rt_carbon_e_thermal_mwh,rt_carbon_e_grid_buy_mwh,rt_carbon_allowance_t,rt_carbon_emissions_t,rt_carbon_position_t,rt_curtailment_enabled,rt_curtailment_energy_mwh,rt_unserved_energy_mwh,rt_curtailment_cost_cny,rt_unserved_cost_cny,rt_cut_total_cost_cny,rt_nu_curt_cny_per_mwh,rt_nu_uns_cny_per_mwh,rt_battery_deg_enabled,rt_battery_deg_mode,rt_battery_deg_cost_cny,rt_battery_discharge_mwh,rt_battery_deg_delta_mwh,rt_battery_deg_delta_prev_mwh,rt_battery_deg_delta_offset_mwh,rt_battery_deg_a0,rt_battery_deg_power_exp,rt_battery_deg_e_life_mwh,rt_battery_deg_capex_total_cny,rt_battery_deg_marginal_cny_per_mwh,rt_c_lin_cny_per_mwh,rt_battery_deg_capex_cny_per_kwh,rt_battery_deg_n_cycles,rt_battery_deg_dod_eq,rt_battery_deg_e_cap_mwh,rt_caes_startup_enabled,rt_caes_startup_cost_cny,rt_caes_startup_events,rt_caes_startup_c_su_cny,rt_caes_startup_c_su_usd_ref,rt_caes_startup_p_ref_w,rt_caes_startup_usd_cny,rt_caes_mode,rt_caes_mode_prev,rt_caes_mode_idle,rt_grid_contract_enabled,rt_grid_contract_cost_cny,rt_grid_contract_excess_mwh,rt_grid_contract_p_lim_w,rt_grid_contract_nu_cny_per_mwh,rt_grid_contract_p_abs_w,rt_economic_cashflow_wind,rt_economic_cashflow_delta_wind,rt_raw_wind_cost,rt_economic_cashflow_pv,rt_economic_cashflow_delta_pv,rt_raw_pv_cost,rt_economic_cashflow_thermal,rt_economic_cashflow_delta_thermal,rt_raw_thermal_cost,rt_economic_cashflow_battery,rt_economic_cashflow_delta_battery,rt_raw_battery_cost,rt_economic_cashflow_caes,rt_economic_cashflow_delta_caes,rt_raw_caes_cost,rt_economic_cashflow_load,rt_economic_cashflow_delta_load,rt_raw_load_cost,rt_economic_cashflow_grid,rt_economic_cashflow_delta_grid,rt_raw_grid_cost,obs_battery_soc,obs_caes_gas_soc,obs_caes_hot_soc,obs_caes_cold_soc,obs_caes_gas_pressure,obs_caes_gas_temperature,obs_caes_hot_temperature,obs_caes_cold_temperature,obs_p_thermal,obs_p_battery,obs_p_caes,obs_p_grid,obs_p_wind_available,obs_p_wind_actual,obs_p_pv_available,obs_p_pv_actual,obs_p_load_actual,obs_p_curtailment,obs_p_unserved,u_tp_dynamic_low,u_tp_dynamic_high,u_battery_dynamic_low,u_battery_dynamic_high,caes_discharge_allowed,caes_idle_allowed,caes_charge_allowed,caes_locked_mode,caes_locked_steps_completed,caes_locked_steps_remaining
10933200.0,12,-0.23031271529169528,False,False,ok,,,True,0.9374499917030334,0.6000000238418579,2,0.9860000014305115,0.9374499917030334,0.6000000238418579,0.9860000014305115,136741.13662616655,80159.48510870356,80159.48510870356,80159.48510870356,0.5120708405157234,-80159.48510870356,-80159.48510870356,-0.5120708405157234,156539.83544146415,0.0,0.0,-0.23031271529169528,0.0,0.41010522088949397,0.4278193542685712,0.41010522088949397,0.12496106636859758,0.06,0.0,-0.7423835558074187,-0.7095751381362592,-0.032808417671159516,5.0,1.0,0.26819019326224214,1.0,19469.549952004763,-19469.549952004763,0.0,19469.549952004763,0.0,103.83759974402541,0.18331,0.1875,-103.83759974402541,-61869.73151246988,1.0,2.0,119.52487394213676,119.52487394213676,0.0,0.0,0.0,0.0,0.0,80.0,0.85,0.5703,0.82,140.61749875545502,0.0,1578.5758479237554,1636.3286228477955,-57.75277492404007,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.0,250.0,1000.0,5000.0,0.8,400.0,1.0,0.0,0.0,4617.0,3.42,800000.0,7.2,2.0,2.0,1.0,1.0,0.0,0.0,200000000.0,600.0,103837599.74402541,0.0,0.0,-0.0,-291629.27688993554,-57434.001442452165,57434.001442452165,-770412.2990369796,-56271.299600601196,56271.299600601196,34800.00138282776,12000.000476837158,-12000.000476837158,85782.0001244545,29580.000042915344,-29580.000042915344,1632000.9356100024,132815.23567999993,-132815.23567999993,-553800.2245642006,19469.549952004763,-19469.549952004763,0.8479999899864197,0.9121052026748657,0.5286211371421814,0.47800931334495544,9121052.0,286.0016784667969,474.53436279296875,311.3847961425781,-140617504.0,60000004.0,147900000.0,-103837600.0,0.0,0.0,-229385872.0,-229385872.0,265940960.0,-0.0,0.0,0.7915000081062317,1.0,-1.0,0.609999954700472,False,False,True,,0,0
10936800.0,13,-0.2191130221752506,False,False,ok,,,True,0.9362350106239319,0.0,1,0.0,0.9362350106239319,0.0,0.0,154097.26323309803,-8961.607803382256,-8961.607803382256,-19011.886914206807,-0.12145079149080895,8961.607803382256,19011.886914206807,0.12145079149080895,156539.83544146415,0.0,0.0,-0.2191130221752506,10050.279110824553,0.4228717195141558,0.4412438497977545,0.4228717195141558,0.133552861615575,0.06,0.0,-0.09766223068444166,-0.06383249312330919,-0.033829737561132465,5.0,1.0,0.41010522088949397,1.0,-21830.054221577433,21830.054221577433,21830.054221577433,0.0,119.08817970420289,0.0,0.18331,0.1875,119.08817970420289,4487.680188736296,1.0,2.0,187.28595273985823,119.36996385455132,67.91598888530692,5433.279110824553,0.0,5433.279110824553,0.0,80.0,0.85,0.5703,0.82,140.43525159358978,119.08817970420289,1693.732754230499,1755.6985867023468,-61.96583247184776,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.0,250.0,1000.0,5000.0,0.8,400.0,1.0,4617.0,1.0,4617.0,3.42,800000.0,7.2,1.0,2.0,1.0,1.0,0.0,0.0,200000000.0,600.0,119088179.70420289,0.0,0.0,-0.0,-345087.17663480574,-53457.8997448702,53457.8997448702,-826593.6895608901,-56181.39052391052,56181.39052391052,36000.001430511475,1200.0000476837158,-1200.0000476837158,88740.00012874603,2958.0000042915344,-2958.0000042915344,1750350.672245003,118349.73663500068,-118349.73663500068,-549312.5443754643,-21830.054221577433,21830.054221577433,0.8600000143051147,0.9128717184066772,0.5295984148979187,0.47710660099983215,9128717.0,285.7507019042969,474.53436279296875,311.311767578125,-140435248.0,0.0,0.0,119088176.0,0.0,0.0,-212103344.0,-212103344.0,233450416.0,-0.0,0.0,0.7874499917030334,1.0,-1.0,0.00999993085861517,True,True,False,,0,0
10940400.0,14,0.31257158376937055,False,False,ok,,,True,0.9358705282211304,-0.5250000357627869,1,0.0,0.9358705282211304,-0.5250000357627869,0.0,171023.50471676924,-29150.77689334665,-29150.77689334665,-34632.73072373952,-0.2212390898845038,29150.77689334665,34632.73072373952,0.2212390898845038,156539.83544146415,0.0,0.0,0.31257158376937055,5481.953830392871,0.31113148108600486,0.32950361136960354,0.31113148108600486,0.06579543214194483,0.06,0.0,0.5338106736538744,0.5587011921407548,-0.02489051848688039,5.0,1.0,0.4228717195141558,1.0,-34072.805676584765,34072.805676584765,34072.805676584765,0.0,120.14812114878791,0.0,0.28359,0.1875,120.14812114878791,12004.212700433098,1.0,2.0,187.84396583934787,119.32349234819412,68.52047349115375,5481.637879292301,0.0,5481.637879292301,0.0,80.0,0.85,0.5703,0.82,140.38057923316956,120.14812114878792,1808.844829201698,1875.022079050541,-66.17724984884285,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,0.31595110057091985,52.50000357627869,52.50000357627869,0.0,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.012216775056540476,250.0,1000.0,5000.0,0.8,400.0,1.0,0.0,0.0,4617.0,3.42,800000.0,7.2,1.0,1.0,1.0,1.0,0.0,0.0,200000000.0,600.0,120148121.14878792,0.0,0.0,-0.0,-391266.66395142255,-46179.48731661681,46179.48731661681,-882748.1081485747,-56154.41858768463,56154.41858768463,17100.000143051147,-18900.001287460327,18900.001287460327,88740.00012874603,0.0,-0.0,1876506.6082200021,126155.9359749991,-126155.9359749991,-537308.3316750312,-34072.805676584765,34072.805676584765,0.7488235235214233,0.9123079180717468,0.5295984148979187,0.47710660099983215,9123079.0,285.5742492675781,474.53436279296875,311.311767578125,-140380576.0,-52500004.0,0.0,120148120.0,0.0,0.0,-181675120.0,-181675120.0,254407584.0,-0.0,0.0,0.7862350106239319,1.0,-1.0,-0.05000007152557051,True,True,False,,0,0
10944000.0,15,0.04419353759450924,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,203499.30334333808,2337.5282860368607,2337.5282860368607,515.4654525997746,0.0032928707964084043,-2337.5282860368607,-515.4654525997746,-0.0032928707964084043,156539.83544146415,0.0,0.0,0.04419353759450924,1822.062833437086,0.29818046036061485,0.31655259064421354,0.29818046036061485,0.05972644947686994,0.06,0.0,0.04090066679810084,0.06475510362695003,-0.02385443682884919,5.0,1.0,0.31113148108600486,1.0,-25342.504213005683,25342.504213005683,25342.504213005683,0.0,39.936499067093756,0.0,0.63457,0.1875,39.936499067093756,4795.766127526294,1.0,2.0,150.27578541796356,127.5,22.775785417963576,1822.062833437086,0.0,1822.062833437086,0.0,80.0,0.85,0.5703,0.82,150.0,39.93649906709376,1931.844829201698,2002.522079050541,-70.67724984884285,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,0.0,0.0,52.50000357627869,52.50000357627869,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.012216775056540476,250.0,1000.0,5000.0,0.8,400.0,1.0,0.0,0.0,4617.0,3.42,800000.0,7.2,1.0,1.0,1.0,1.0,0.0,0.0,200000000.0,600.0,39936499.06709376,0.0,0.0,-0.0,-427496.721260002,-36230.057308579446,36230.057308579446,-942363.3313179015,-59615.22316932678,59615.22316932678,15000.0,-2100.0001430511475,2100.0001430511475,88740.00012874603,0.0,-0.0,2002131.921340002,125625.31311999983,-125625.31311999983,-532512.5655475049,-25342.504213005683,25342.504213005683,0.7364705801010132,0.9117098450660706,0.5295984148979187,0.47710660099983215,9117099.0,285.38702392578125,474.53436279296875,311.311767578125,-150000000.0,0.0,0.0,39936500.0,0.0,0.0,-140836352.0,-140836352.0,250899856.0,-0.0,0.0,0.7858705282211303,1.0,-1.0,0.5058823192820849,True,True,False,,0,0
10947600.0,16,0.09947641252128142,False,False,ok,,,True,1.0,0.0,1,0.0,1.0,0.0,0.0,234771.2745351121,19030.157921996837,19030.157921996837,18284.474467967637,0.11680397143898147,-19030.157921996837,-18284.474467967637,-0.11680397143898147,156539.83544146415,0.0,0.0,0.09947641252128142,745.6834540292014,0.29689564187416817,0.31526777215776686,0.29689564187416817,0.05956952828154335,0.06,0.0,-0.017327558917700048,0.006424092432233408,-0.023751651349933456,5.0,1.0,0.29818046036061485,1.0,-10371.47881429314,10371.47881429314,10371.47881429314,0.0,16.34410516458884,0.0,0.63457,0.1875,16.34410516458884,1870.3344554840587,1.0,2.0,136.82104317536502,127.5,9.321043175365016,745.6834540292014,0.0,745.6834540292014,0.0,80.0,0.85,0.5703,0.82,150.0,16.34410516458884,2054.844829201698,2130.022079050541,-75.17724984884308,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,0.0,0.0,52.50000357627869,52.50000357627869,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.012216775056540476,250.0,1000.0,5000.0,0.8,400.0,1.0,0.0,0.0,4617.0,3.42,800000.0,7.2,1.0,1.0,1.0,1.0,0.0,0.0,200000000.0,600.0,16344105.164588839,0.0,0.0,-0.0,-451250.030273712,-23753.309013710008,23753.309013710008,-1002363.3313179015,-60000.0,60000.0,15000.0,0.0,-0.0,88740.00012874603,0.0,-0.0,2115286.8670900017,113154.94574999972,-113154.94574999972,-530642.2310920209,-10371.47881429314,10371.47881429314,0.7364705801010132,0.910425066947937,0.5295984148979187,0.47710660099983215,9104250.0,284.9848327636719,474.53436279296875,311.311767578125,-150000000.0,0.0,0.0,16344105.0,0.0,0.0,-89921776.0,-89921776.0,223577680.0,-0.0,0.0,0.85,1.0,-1.0,0.5676470293718244,True,True,False,,0,0
10951200.0,17,0.12881750942501924,False,False,ok,,,True,1.0,-0.6000000238418579,0,-0.3970000147819519,1.0,-0.6000000238418579,-0.3970000147819519,243153.55293083607,-82069.14341605823,-82069.14341605823,-90047.34414304569,-0.5752359703784,82069.14341605823,90047.34414304569,0.5752359703784,156539.83544146415,0.0,0.0,0.12881750942501924,7978.200726987459,0.1536269152691775,0.1678893952157623,0.1536269152691775,0.013925913905113165,0.06,0.0,0.7040534798034193,0.7163436330249534,-0.012290153221534199,5.0,1.0,0.29689564187416817,1.0,-83659.82650806494,83659.82650806494,83659.82650806494,0.0,73.64615835635179,0.0,1.13597,0.1875,73.64615835635179,6791.595303717244,1.0,2.0,169.50040411062741,127.5,42.00040411062743,3360.032328850194,0.0,3360.032328850194,0.0,80.0,0.85,0.5703,0.82,150.0,73.64615835635179,2177.844829201698,2257.522079050541,-79.67724984884308,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,1.1683981372655934,60.00000238418579,112.50000596046448,52.50000357627869,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.026784255939213474,250.0,1000.0,5000.0,0.8,400.0,1.0,4617.0,1.0,4617.0,3.42,800000.0,7.2,0.0,1.0,1.0,1.0,0.0,0.0,200000000.0,600.0,73646158.3563518,0.0,0.0,-0.0,-461039.18947017344,-9789.159196461434,9789.159196461434,-1062363.3313179014,-59999.99999999988,59999.99999999988,-6600.000858306885,-21600.000858306885,21600.000858306885,67301.99933052063,-21438.000798225403,21438.000798225403,2229704.711035003,114417.84394500125,-114417.84394500125,-523850.6357883036,-83659.82650806494,83659.82650806494,0.6094117760658264,0.8942151665687561,0.5237274765968323,0.4829775393009186,8942151.0,282.85614013671875,474.534423828125,311.6232604980469,-150000000.0,-60000004.0,-59550004.0,73646160.0,0.0,0.0,-33516066.0,-33516066.0,229419904.0,-0.0,0.0,0.85,1.0,-1.0,0.5676470293718244,True,True,False,0,1,3
10954800.0,18,0.28509906213826197,False,False,ok,,,True,1.0,-0.6000000238418579,0,-0.3970000147819519,1.0,-0.6000000238418579,-0.3970000147819519,256202.85746056942,-27864.07116090699,-27864.07116090699,-29361.29006104259,-0.18756433452379492,27864.07116090699,29361.29006104259,0.18756433452379492,156539.83544146415,0.0,0.0,0.28509906213826197,1497.2189001355973,0.058163618047998134,0.06786470423123563,0.058163618047998134,0.0017058991544940771,0.06,1.0,0.4726633966620569,0.4773164861058968,-0.004653089443839851,5.0,1.0,0.1536269152691775,1.0,-37227.476298943606,37227.476298943606,37227.476298943606,0.0,32.77153120147857,0.0,1.13597,0.1875,32.77153120147857,3685.89939169673,1.0,2.0,146.18960424420322,127.5,18.68960424420323,1495.1683395362584,0.0,1495.1683395362584,0.0,80.0,0.85,0.5703,0.82,150.0,32.771531201478574,2300.844829201698,2385.022079050541,-84.17724984884308,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,2.050560599338864,60.00000238418579,172.50000834465027,112.50000596046448,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.041599226796145014,250.0,1000.0,5000.0,0.8,400.0,1.0,0.0,0.0,4617.0,3.42,800000.0,7.2,0.0,0.0,1.0,1.0,0.0,0.0,200000000.0,600.0,32771531.20147857,0.0,0.0,-0.0,-461877.0911065453,-837.9016363718547,837.9016363718547,-1122363.3313179014,-60000.0,60000.0,-30600.0018119812,-24000.000953674316,24000.000953674316,43481.998443603516,-23820.000886917114,23820.000886917114,2347726.0196500025,118021.30861499952,-118021.30861499952,-520164.7363966069,-37227.476298943606,37227.476298943606,0.4682352840900421,0.8763989210128784,0.5172111988067627,0.48949381709098816,8763989.0,280.4964904785156,474.5344543457031,311.9645690917969,-150000000.0,-60000004.0,-59550004.0,32771532.0,0.0,0.0,-0.0,-0.0,236778480.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,False,False,0,2,2
10958400.0,19,-0.8304390956124511,False,False,ok,,,True,1.0,-0.6000000238418579,0,-0.3970000147819519,1.0,-0.6000000238418579,-0.3970000147819519,269607.81977612583,-28602.929940463073,-28602.929940463073,-30156.986120139743,-0.1926473605590094,28602.929940463073,30156.986120139743,0.1926473605590094,156539.83544146415,0.0,0.0,-0.8304390956124511,1554.0561796766692,0.18279720970343155,0.18794190480408052,0.18279720970343155,0.030005795295185416,0.06,0.0,-0.6377917350534417,-0.6231679582771671,-0.014623776776274524,5.0,1.0,0.058163618047998134,1.0,-38620.38271987162,38620.38271987162,38620.38271987162,0.0,33.99771360147857,0.0,1.13597,0.1875,33.99771360147857,3387.5095361478743,1.0,2.0,146.88889606692322,127.5,19.388896066923234,1551.1116853538588,0.0,1551.1116853538588,0.0,80.0,0.85,0.5703,0.82,150.0,33.99771360147858,2423.844829201698,2512.522079050541,-88.67724984884308,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,2.9444943228105434,60.00000238418579,232.50001072883606,172.50000834465027,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.05657285951746444,250.0,1000.0,5000.0,0.8,400.0,1.0,0.0,0.0,4617.0,3.42,800000.0,7.2,0.0,0.0,1.0,1.0,0.0,0.0,200000000.0,600.0,33997713.60147858,0.0,0.0,-0.0,-461877.0911065453,0.0,-0.0,-1182363.3313179014,-60000.0,60000.0,-54600.00276565552,-24000.000953674316,24000.000953674316,19661.9975566864,-23820.000886917114,23820.000886917114,2465563.474270003,117837.45462000044,-117837.45462000044,-516777.226860459,-38620.38271987162,38620.38271987162,0.3270588219165802,0.8598560094833374,0.5107020735740662,0.4960029423236847,8598560.0,278.4887390136719,474.5345153808594,312.301025390625,-150000000.0,-60000004.0,-59550004.0,33997712.0,0.0,0.0,-0.0,-0.0,235552288.0,-0.0,0.0,0.85,1.0,-1.0,1.0,True,False,False,0,3,1
10962000.0,20,0.18668888167950398,False,False,ok,,,True,1.0,0.0,0,-0.3970000147819519,1.0,0.0,-0.3970000147819519,286971.49359619396,39910.99122572308,39910.99122572308,39910.99122572308,0.2549574114037397,-39910.99122572308,-39910.99122572308,-0.2549574114037397,156539.83544146415,0.0,0.0,0.18668888167950398,0.0,0.19335720044121918,0.19570395532592938,0.19335720044121918,0.03503067696668234,0.06,0.0,-0.06826852972423568,-0.05279995368893814,-0.015468576035297535,5.0,1.0,0.18279720970343155,1.0,5898.787253007604,-5898.787253007604,0.0,5898.787253007604,0.0,31.46019868270722,0.98555,0.1875,-31.46019868270722,-16648.53015264735,1.0,2.0,127.5,127.5,0.0,0.0,0.0,0.0,0.0,80.0,0.85,0.5703,0.82,150.0,0.0,2546.844829201698,2640.022079050541,-93.17724984884308,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,0.0,0.0,232.50001072883606,232.50001072883606,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.05657285951746444,250.0,1000.0,5000.0,0.8,400.0,1.0,0.0,0.0,4617.0,3.42,800000.0,7.2,0.0,0.0,1.0,1.0,0.0,0.0,200000000.0,600.0,31460198.68270722,0.0,0.0,-0.0,-461877.0911065453,0.0,-0.0,-1242363.3313179014,-60000.0,60000.0,-57000.00286102295,-2400.0000953674316,2400.0000953674316,-4158.003330230713,-23820.000886917114,23820.000886917114,2585795.679225002,120232.20495499903,-120232.20495499903,-533425.7570131064,5898.787253007604,-5898.787253007604,0.31294116377830505,0.8437016606330872,0.5041893124580383,0.5025157332420349,8437016.0,276.5616149902344,474.1512145996094,312.63323974609375,-150000000.0,0.0,-59550004.0,-31460198.0,0.0,0.0,-0.0,-0.0,241010208.0,-0.0,0.0,0.85,1.0,-0.752499955892563,1.0,True,False,False,,0,0
10965600.0,21,0.1075841054506963,False,False,ok,,,True,1.0,0.0,0,-0.3970000147819519,1.0,0.0,-0.3970000147819519,306276.56743065227,31986.55799234057,31986.55799234057,31986.55799234057,0.20433494070141328,-31986.55799234057,-31986.55799234057,-0.20433494070141328,156539.83544146415,0.0,0.0,0.1075841054506963,0.0,0.20935764516866395,0.21334618237570596,0.20935764516866395,0.03548824451139403,0.06,0.0,-0.09675083525071698,-0.08000222363722387,-0.016748611613493117,5.0,1.0,0.19335720044121918,1.0,2781.9258342576027,-2781.9258342576027,0.0,2781.9258342576027,0.0,14.836937782707214,0.98555,0.1875,-14.836937782707214,-9899.55832362466,1.0,2.0,127.5,127.5,0.0,0.0,0.0,0.0,0.0,80.0,0.85,0.5703,0.82,150.0,0.0,2669.844829201698,2767.522079050541,-97.67724984884308,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,0.0,0.0,232.50001072883606,232.50001072883606,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.05657285951746444,250.0,1000.0,5000.0,0.8,400.0,1.0,0.0,0.0,4617.0,3.42,800000.0,7.2,0.0,0.0,1.0,1.0,0.0,0.0,200000000.0,600.0,14836937.782707214,0.0,0.0,-0.0,-461877.0911065453,0.0,-0.0,-1302363.3313179014,-60000.0,60000.0,-57000.00286102295,0.0,-0.0,-27978.004217147827,-23820.000886917114,23820.000886917114,2698820.3122700024,113024.63304500049,-113024.63304500049,-543325.315336731,2781.9258342576027,-2781.9258342576027,0.31294116377830505,0.827701210975647,0.49765458703041077,0.5090504288673401,8277012.0,274.6498718261719,471.68096923828125,312.9622802734375,-150000000.0,0.0,-59550004.0,-14836938.0,0.0,0.0,-0.0,-0.0,224386944.0,-0.0,0.0,0.85,1.0,-0.6924999535083771,1.0,True,True,True,0,1,3
10969200.0,22,-0.34778268919480226,False,False,ok,,,True,1.0,0.0,0,-1.0,1.0,0.0,-1.0,316501.33075099793,-26567.425112555036,-26567.425112555036,-28940.173131416635,-0.18487417627469271,26567.425112555036,28940.173131416635,0.18487417627469271,156539.83544146415,0.0,0.0,-0.34778268919480226,2372.7480188616005,0.23812927928413963,0.25131712833266606,0.23812927928413963,0.03759919788641284,0.06,0.0,-0.16290851292010955,-0.14385817057737837,-0.01905034234273117,5.0,1.0,0.20935764516866395,1.0,-33001.812868862995,33001.812868862995,33001.812868862995,0.0,52.0065759,0.0,0.63457,0.1875,52.0065759,3790.3755640377058,1.0,2.0,157.15935023577,127.5,29.659350235770006,2372.7480188616005,0.0,2372.7480188616005,0.0,80.0,0.85,0.5703,0.82,150.0,52.00657590000001,2792.844829201698,2895.022079050541,-102.17724984884308,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,0.0,0.0,232.50001072883606,232.50001072883606,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.05657285951746444,250.0,1000.0,5000.0,0.8,400.0,1.0,0.0,0.0,4617.0,3.42,800000.0,7.2,0.0,0.0,1.0,1.0,0.0,0.0,200000000.0,600.0,52006575.900000006,0.0,0.0,-0.0,-461877.0911065453,0.0,-0.0,-1362363.3313179014,-60000.0,60000.0,-57000.00286102295,0.0,-0.0,-84360.00430583954,-56382.00008869171,56382.00008869171,2821636.7001150027,122816.38784500025,-122816.38784500025,-539534.9397726933,-33001.812868862995,33001.812868862995,0.31294116377830505,0.7989295721054077,0.48451271653175354,0.5221922993659973,7989295.5,271.8185119628906,466.6918640136719,313.6118469238281,-150000000.0,0.0,-150000000.0,52006576.0,0.0,0.0,-0.0,-0.0,247993424.0,-0.0,0.0,0.85,1.0,-0.6924999535083771,1.0,True,False,False,0,2,2
10972800.0,23,-0.31995534615451543,False,False,ok,,,True,1.0,0.0,0,-1.0,1.0,0.0,-1.0,327638.32221499813,-23161.612925374633,-23161.612925374633,-25288.546205074632,-0.16154703455358443,23161.612925374633,25288.546205074632,0.16154703455358443,156539.83544146415,0.0,0.0,-0.31995534615451543,2126.9332797,0.2655619503979585,0.2885171021792768,0.2655619503979585,0.04115374676337312,0.06,0.0,-0.158408311600931,-0.13716335556909431,-0.021244956031836678,5.0,1.0,0.23812927928413963,1.0,-29582.852255374994,29582.852255374994,29582.852255374994,0.0,46.618737499999995,0.0,0.63457,0.1875,46.618737499999995,4715.752133999835,1.0,2.0,154.08666599625,127.5,26.58666599625,2126.9332797,0.0,2126.9332797,0.0,80.0,0.85,0.5703,0.82,150.0,46.6187375,2915.844829201698,3022.522079050541,-106.67724984884308,1.0,0.0,0.0,0.0,0.0,0.0,300.0,1000.0,1.0,2.0,0.0,0.0,232.50001072883606,232.50001072883606,0.0,0.00010178796376597282,2.03,1600000.0,400000000.0,0.05657285951746444,250.0,1000.0,5000.0,0.8,400.0,1.0,0.0,0.0,4617.0,3.42,800000.0,7.2,0.0,0.0,1.0,1.0,0.0,0.0,200000000.0,600.0,46618737.5,0.0,0.0,-0.0,-461877.0911065453,0.0,-0.0,-1422363.3313179014,-60000.0,60000.0,-57000.00286102295,0.0,-0.0,-144360.00430583954,-60000.0,60000.0,2948057.9394450015,126421.23932999885,-126421.23932999885,-534819.1876386935,-29582.852255374994,29582.852255374994,0.31294116377830505,0.7714968919754028,0.47055941820144653,0.5361455678939819,7714969.0,269.7385559082031,461.3650207519531,314.28387451171875,-150000000.0,0.0,-150000000.0,46618736.0,0.0,0.0,-0.0,-0.0,253381264.0,-0.0,0.0,0.85,1.0,-0.6924999535083771,1.0,True,False,False,0,3,1
