time,buy_yuan_per_kwh,sell_yuan_per_kwh,band
6534000,0.63457,0.1875,F
6537600,0.63457,0.1875,F
6541200,1.13597,0.1875,S
6544800,1.13597,0.1875,S
6548400,1.13597,0.1875,S
6552000,0.98555,0.1875,P
6555600,0.98555,0.1875,P
6559200,0.63457,0.1875,F
6562800,0.63457,0.1875,F
6566400,0.63457,0.1875,F
6570000,0.63457,0.1875,F
6573600,0.63457,0.1875,F
6577200,0.63457,0.1875,F
6580800,0.63457,0.1875,F
6584400,0.63457,0.1875,F
6588000,0.63457,0.1875,F
6591600,0.63457,0.1875,F
6595200,0.63457,0.1875,F
6598800,0.63457,0.1875,F
6602400,0.28359,0.1875,V
6606000,0.18331,0.1875,D
6609600,0.18331,0.1875,D
6613200,0.18331,0.1875,D
6616800,0.28359,0.1875,V
6620400,0.63457,0.1875,F
6624000,0.63457,0.1875,F
6627600,1.13597,0.1875,S
6631200,1.13597,0.1875,S
6634800,1.13597,0.1875,S
6638400,0.98555,0.1875,P
6642000,0.98555,0.1875,P
6645600,0.63457,0.1875,F
6649200,0.63457,0.1875,F
6652800,0.63457,0.1875,F
6656400,0.63457,0.1875,F
6660000,0.63457,0.1875,F
6663600,0.63457,0.1875,F
6667200,0.63457,0.1875,F
6670800,0.63457,0.1875,F
6674400,0.63457,0.1875,F
6678000,0.63457,0.1875,F
6681600,0.63457,0.1875,F
6685200,0.63457,0.1875,F
6688800,0.28359,0.1875,V
6692400,0.18331,0.1875,D
6696000,0.18331,0.1875,D
6699600,0.18331,0.1875,D
6703200,0.28359,0.1875,V
6706800,0.63457,0.1875,F
6710400,0.63457,0.1875,F
6714000,1.13597,0.1875,S
6717600,1.13597,0.1875,S
6721200,1.13597,0.1875,S
6724800,0.98555,0.1875,P
6728400,0.98555,0.1875,P
6732000,0.63457,0.1875,F
6735600,0.63457,0.1875,F
6739200,0.63457,0.1875,F
6742800,0.63457,0.1875,F
6746400,0.63457,0.1875,F
6750000,0.63457,0.1875,F
6753600,0.63457,0.1875,F
6757200,0.63457,0.1875,F
6760800,0.63457,0.1875,F
6764400,0.63457,0.1875,F
6768000,0.63457,0.1875,F
6771600,0.63457,0.1875,F
6775200,0.28359,0.1875,V
6778800,0.18331,0.1875,D
6782400,0.18331,0.1875,D
6786000,0.18331,0.1875,D
6789600,0.28359,0.1875,V
6793200,0.63457,0.1875,F
6796800,0.63457,0.1875,F
6800400,1.13597,0.1875,S
6804000,1.13597,0.1875,S
6807600,1.13597,0.1875,S
6811200,0.98555,0.1875,P
6814800,0.98555,0.1875,P
6818400,0.63457,0.1875,F
6822000,0.63457,0.1875,F
6825600,0.63457,0.1875,F
6829200,0.63457,0.1875,F
6832800,0.63457,0.1875,F
6836400,0.63457,0.1875,F
6840000,0.63457,0.1875,F
6843600,0.63457,0.1875,F
6847200,0.63457,0.1875,F
6850800,0.63457,0.1875,F
6854400,0.63457,0.1875,F
6858000,0.63457,0.1875,F
6861600,0.28359,0.1875,V
6865200,0.18331,0.1875,D
6868800,0.18331,0.1875,D
6872400,0.18331,0.1875,D
6876000,0.28359,0.1875,V
6879600,0.63457,0.1875,F
6883200,0.63457,0.1875,F
6886800,1.13597,0.1875,S
6890400,1.13597,0.1875,S
6894000,1.13597,0.1875,S
6897600,0.98555,0.1875,P
6901200,0.98555,0.1875,P
6904800,0.63457,0.1875,F
6908400,0.63457,0.1875,F
6912000,0.63457,0.1875,F
6915600,0.63457,0.1875,F
6919200,0.63457,0.1875,F
6922800,0.63457,0.1875,F
6926400,0.63457,0.1875,F
6930000,0.63457,0.1875,F
6933600,0.63457,0.1875,F
6937200,0.63457,0.1875,F
6940800,0.63457,0.1875,F
6944400,0.63457,0.1875,F
6948000,0.28359,0.1875,V
6951600,0.18331,0.1875,D
6955200,0.18331,0.1875,D
6958800,0.18331,0.1875,D
6962400,0.28359,0.1875,V
6966000,0.63457,0.1875,F
6969600,0.63457,0.1875,F
6973200,1.13597,0.1875,S
6976800,1.13597,0.1875,S
6980400,1.13597,0.1875,S
6984000,0.98555,0.1875,P
6987600,0.98555,0.1875,P
6991200,0.63457,0.1875,F
6994800,0.63457,0.1875,F
6998400,0.63457,0.1875,F
7002000,0.63457,0.1875,F
7005600,0.63457,0.1875,F
7009200,0.63457,0.1875,F
7012800,0.63457,0.1875,F
7016400,0.63457,0.1875,F
7020000,0.63457,0.1875,F
7023600,0.28359,0.1875,V
7027200,0.28359,0.1875,V
7030800,0.28359,0.1875,V
7034400,0.28359,0.1875,V
7038000,0.28359,0.1875,V
7041600,0.63457,0.1875,F
7045200,0.63457,0.1875,F
7048800,0.63457,0.1875,F
7052400,0.63457,0.1875,F
7056000,0.98555,0.1875,P
7059600,1.13597,0.1875,S
7063200,1.13597,0.1875,S
7066800,1.13597,0.1875,S
7070400,1.13597,0.1875,S
7074000,1.13597,0.1875,S
7077600,0.98555,0.1875,P
7081200,0.63457,0.1875,F
7084800,0.63457,0.1875,F
7088400,0.63457,0.1875,F
7092000,0.63457,0.1875,F
7095600,0.63457,0.1875,F
7099200,0.63457,0.1875,F
7102800,0.63457,0.1875,F
7106400,0.63457,0.1875,F
7110000,0.28359,0.1875,V
7113600,0.28359,0.1875,V
7117200,0.28359,0.1875,V
7120800,0.28359,0.1875,V
7124400,0.28359,0.1875,V
7128000,0.63457,0.1875,F
7131600,0.63457,0.1875,F
7135200,0.63457,0.1875,F
7138800,0.63457,0.1875,F
7142400,0.98555,0.1875,P
7146000,1.13597,0.1875,S
7149600,1.13597,0.1875,S
7153200,1.13597,0.1875,S
7156800,1.13597,0.1875,S
7160400,1.13597,0.1875,S
7164000,0.98555,0.1875,P
7167600,0.63457,0.1875,F
7171200,0.63457,0.1875,F
7174800,0.63457,0.1875,F
7178400,0.63457,0.1875,F
7182000,0.63457,0.1875,F
7185600,0.63457,0.1875,F
7189200,0.63457,0.1875,F
7192800,0.63457,0.1875,F
7196400,0.28359,0.1875,V
7200000,0.28359,0.1875,V
7203600,0.28359,0.1875,V
7207200,0.28359,0.1875,V
7210800,0.28359,0.1875,V
7214400,0.63457,0.1875,F
7218000,0.63457,0.1875,F
7221600,0.63457,0.1875,F
7225200,0.63457,0.1875,F
7228800,0.98555,0.1875,P
7232400,1.13597,0.1875,S
7236000,1.13597,0.1875,S
7239600,1.13597,0.1875,S
7243200,1.13597,0.1875,S
7246800,1.13597,0.1875,S
7250400,0.98555,0.1875,P
7254000,0.63457,0.1875,F
7257600,0.63457,0.1875,F
7261200,0.63457,0.1875,F
7264800,0.63457,0.1875,F
7268400,0.63457,0.1875,F
7272000,0.63457,0.1875,F
7275600,0.63457,0.1875,F
7279200,0.63457,0.1875,F
7282800,0.63457,0.1875,F
7286400,0.63457,0.1875,F
7290000,0.63457,0.1875,F
7293600,0.28359,0.1875,V
7297200,0.18331,0.1875,D
7300800,0.18331,0.1875,D
7304400,0.18331,0.1875,D
7308000,0.28359,0.1875,V
7311600,0.63457,0.1875,F
7315200,0.63457,0.1875,F
7318800,1.13597,0.1875,S
7322400,1.13597,0.1875,S
7326000,1.13597,0.1875,S
7329600,0.98555,0.1875,P
7333200,0.98555,0.1875,P
7336800,0.63457,0.1875,F
7340400,0.63457,0.1875,F
7344000,0.63457,0.1875,F
7347600,0.63457,0.1875,F
7351200,0.63457,0.1875,F
7354800,0.63457,0.1875,F
7358400,0.63457,0.1875,F
7362000,0.63457,0.1875,F
7365600,0.63457,0.1875,F
7369200,0.63457,0.1875,F
7372800,0.63457,0.1875,F
7376400,0.63457,0.1875,F
7380000,0.28359,0.1875,V
7383600,0.18331,0.1875,D
7387200,0.18331,0.1875,D
7390800,0.18331,0.1875,D
7394400,0.28359,0.1875,V
7398000,0.63457,0.1875,F
7401600,0.63457,0.1875,F
7405200,1.13597,0.1875,S
7408800,1.13597,0.1875,S
7412400,1.13597,0.1875,S
7416000,0.98555,0.1875,P
7419600,0.98555,0.1875,P
7423200,0.63457,0.1875,F
7426800,0.63457,0.1875,F
7430400,0.63457,0.1875,F
7434000,0.63457,0.1875,F
7437600,0.63457,0.1875,F
7441200,0.63457,0.1875,F
7444800,0.63457,0.1875,F
7448400,0.63457,0.1875,F
7452000,0.63457,0.1875,F
7455600,0.63457,0.1875,F
7459200,0.63457,0.1875,F
7462800,0.63457,0.1875,F
7466400,0.28359,0.1875,V
7470000,0.18331,0.1875,D
7473600,0.18331,0.1875,D
7477200,0.18331,0.1875,D
7480800,0.28359,0.1875,V
7484400,0.63457,0.1875,F
7488000,0.63457,0.1875,F
7491600,1.13597,0.1875,S
7495200,1.13597,0.1875,S
7498800,1.13597,0.1875,S
7502400,0.98555,0.1875,P
7506000,0.98555,0.1875,P
7509600,0.63457,0.1875,F
7513200,0.63457,0.1875,F
7516800,0.63457,0.1875,F
7520400,0.63457,0.1875,F
7524000,0.63457,0.1875,F
7527600,0.63457,0.1875,F
7531200,0.63457,0.1875,F
7534800,0.63457,0.1875,F
7538400,0.63457,0.1875,F
7542000,0.63457,0.1875,F
7545600,0.63457,0.1875,F
7549200,0.63457,0.1875,F
7552800,0.28359,0.1875,V
7556400,0.18331,0.1875,D
7560000,0.18331,0.1875,D
7563600,0.18331,0.1875,D
7567200,0.28359,0.1875,V
7570800,0.63457,0.1875,F
7574400,0.63457,0.1875,F
7578000,1.13597,0.1875,S
7581600,1.13597,0.1875,S
7585200,1.13597,0.1875,S
7588800,0.98555,0.1875,P
7592400,0.98555,0.1875,P
7596000,0.63457,0.1875,F
7599600,0.63457,0.1875,F
7603200,0.63457,0.1875,F
7606800,0.63457,0.1875,F
7610400,0.63457,0.1875,F
7614000,0.63457,0.1875,F
7617600,0.63457,0.1875,F
7621200,0.63457,0.1875,F
7624800,0.63457,0.1875,F
7628400,0.63457,0.1875,F
7632000,0.63457,0.1875,F
7635600,0.63457,0.1875,F
7639200,0.28359,0.1875,V
7642800,0.18331,0.1875,D
7646400,0.18331,0.1875,D
7650000,0.18331,0.1875,D
7653600,0.28359,0.1875,V
7657200,0.63457,0.1875,F
7660800,0.63457,0.1875,F
7664400,1.13597,0.1875,S
7668000,1.13597,0.1875,S
7671600,1.13597,0.1875,S
7675200,0.98555,0.1875,P
7678800,0.98555,0.1875,P
7682400,0.63457,0.1875,F
7686000,0.63457,0.1875,F
7689600,0.63457,0.1875,F
7693200,0.63457,0.1875,F
7696800,0.63457,0.1875,F
7700400,0.63457,0.1875,F
7704000,0.63457,0.1875,F
7707600,0.63457,0.1875,F
7711200,0.63457,0.1875,F
7714800,0.63457,0.1875,F
7718400,0.63457,0.1875,F
7722000,0.63457,0.1875,F
7725600,0.28359,0.1875,V
7729200,0.18331,0.1875,D
7732800,0.18331,0.1875,D
7736400,0.18331,0.1875,D
7740000,0.28359,0.1875,V
7743600,0.63457,0.1875,F
7747200,0.63457,0.1875,F
7750800,1.13597,0.1875,S
7754400,1.13597,0.1875,S
7758000,1.13597,0.1875,S
7761600,0.98555,0.1875,P
7765200,0.98555,0.1875,P
7768800,0.63457,0.1875,F
7772400,0.63457,0.1875,F
7776000,0.63457,0.1875,F
7779600,0.63457,0.1875,F
7783200,0.63457,0.1875,F
7786800,0.63457,0.1875,F
7790400,0.63457,0.1875,F
7794000,0.63457,0.1875,F
7797600,0.63457,0.1875,F
7801200,0.63457,0.1875,F
7804800,0.63457,0.1875,F
7808400,0.63457,0.1875,F
7812000,0.28359,0.1875,V
7815600,0.18331,0.1875,D
7819200,0.18331,0.1875,D
7822800,0.18331,0.1875,D
7826400,0.28359,0.1875,V
7830000,0.63457,0.1875,F
7833600,0.63457,0.1875,F
7837200,1.13597,0.1875,S
7840800,1.13597,0.1875,S
7844400,1.13597,0.1875,S
7848000,0.98555,0.1875,P
7851600,0.98555,0.1875,P
7855200,0.63457,0.1875,F
7858800,0.63457,0.1875,F
7862400,0.63457,0.1875,F
7866000,0.63457,0.1875,F
7869600,0.63457,0.1875,F
7873200,0.63457,0.1875,F
7876800,0.63457,0.1875,F
7880400,0.63457,0.1875,F
7884000,0.63457,0.1875,F
7887600,0.63457,0.1875,F
7891200,0.63457,0.1875,F
7894800,0.63457,0.1875,F
7898400,0.28359,0.1875,V
7902000,0.18331,0.1875,D
7905600,0.18331,0.1875,D
7909200,0.18331,0.1875,D
7912800,0.28359,0.1875,V
7916400,0.63457,0.1875,F
7920000,0.63457,0.1875,F
7923600,1.13597,0.1875,S
7927200,1.13597,0.1875,S
7930800,1.13597,0.1875,S
7934400,0.98555,0.1875,P
7938000,0.98555,0.1875,P
7941600,0.63457,0.1875,F
7945200,0.63457,0.1875,F
7948800,0.63457,0.1875,F
7952400,0.63457,0.1875,F
7956000,0.63457,0.1875,F
7959600,0.63457,0.1875,F
7963200,0.63457,0.1875,F
7966800,0.63457,0.1875,F
7970400,0.63457,0.1875,F
7974000,0.63457,0.1875,F
7977600,0.63457,0.1875,F
7981200,0.63457,0.1875,F
7984800,0.28359,0.1875,V
7988400,0.18331,0.1875,D
7992000,0.18331,0.1875,D
7995600,0.18331,0.1875,D
7999200,0.28359,0.1875,V
8002800,0.63457,0.1875,F
8006400,0.63457,0.1875,F
8010000,1.13597,0.1875,S
8013600,1.13597,0.1875,S
8017200,1.13597,0.1875,S
8020800,0.98555,0.1875,P
8024400,0.98555,0.1875,P
8028000,0.63457,0.1875,F
8031600,0.63457,0.1875,F
8035200,0.63457,0.1875,F
8038800,0.63457,0.1875,F
8042400,0.63457,0.1875,F
8046000,0.63457,0.1875,F
8049600,0.63457,0.1875,F
8053200,0.63457,0.1875,F
8056800,0.63457,0.1875,F
8060400,0.63457,0.1875,F
8064000,0.63457,0.1875,F
8067600,0.63457,0.1875,F
8071200,0.28359,0.1875,V
8074800,0.18331,0.1875,D
8078400,0.18331,0.1875,D
8082000,0.18331,0.1875,D
8085600,0.28359,0.1875,V
8089200,0.63457,0.1875,F
8092800,0.63457,0.1875,F
8096400,1.13597,0.1875,S
8100000,1.13597,0.1875,S
8103600,1.13597,0.1875,S
8107200,0.98555,0.1875,P
8110800,0.98555,0.1875,P
8114400,0.63457,0.1875,F
8118000,0.63457,0.1875,F
8121600,0.63457,0.1875,F
8125200,0.63457,0.1875,F
8128800,0.63457,0.1875,F
8132400,0.63457,0.1875,F
8136000,0.63457,0.1875,F
8139600,0.63457,0.1875,F
8143200,0.63457,0.1875,F
8146800,0.63457,0.1875,F
8150400,0.63457,0.1875,F
8154000,0.63457,0.1875,F
8157600,0.28359,0.1875,V
8161200,0.18331,0.1875,D
8164800,0.18331,0.1875,D
8168400,0.18331,0.1875,D
8172000,0.28359,0.1875,V
8175600,0.63457,0.1875,F
8179200,0.63457,0.1875,F
8182800,1.13597,0.1875,S
8186400,1.13597,0.1875,S
8190000,1.13597,0.1875,S
8193600,0.98555,0.1875,P
8197200,0.98555,0.1875,P
8200800,0.63457,0.1875,F
8204400,0.63457,0.1875,F
8208000,0.63457,0.1875,F
8211600,0.63457,0.1875,F
8215200,0.63457,0.1875,F
8218800,0.63457,0.1875,F
8222400,0.63457,0.1875,F
8226000,0.63457,0.1875,F
8229600,0.63457,0.1875,F
8233200,0.63457,0.1875,F
8236800,0.63457,0.1875,F
8240400,0.63457,0.1875,F
8244000,0.28359,0.1875,V
8247600,0.18331,0.1875,D
8251200,0.18331,0.1875,D
8254800,0.18331,0.1875,D
8258400,0.28359,0.1875,V
8262000,0.63457,0.1875,F
8265600,0.63457,0.1875,F
8269200,1.13597,0.1875,S
8272800,1.13597,0.1875,S
8276400,1.13597,0.1875,S
8280000,0.98555,0.1875,P
8283600,0.98555,0.1875,P
8287200,0.63457,0.1875,F
8290800,0.63457,0.1875,F
8294400,0.63457,0.1875,F
8298000,0.63457,0.1875,F
8301600,0.63457,0.1875,F
8305200,0.63457,0.1875,F
8308800,0.63457,0.1875,F
8312400,0.63457,0.1875,F
8316000,0.63457,0.1875,F
8319600,0.63457,0.1875,F
8323200,0.63457,0.1875,F
8326800,0.63457,0.1875,F
8330400,0.28359,0.1875,V
8334000,0.18331,0.1875,D
8337600,0.18331,0.1875,D
8341200,0.18331,0.1875,D
8344800,0.28359,0.1875,V
8348400,0.63457,0.1875,F
8352000,0.63457,0.1875,F
8355600,1.13597,0.1875,S
8359200,1.13597,0.1875,S
8362800,1.13597,0.1875,S
8366400,0.98555,0.1875,P
8370000,0.98555,0.1875,P
8373600,0.63457,0.1875,F
8377200,0.63457,0.1875,F
8380800,0.63457,0.1875,F
8384400,0.63457,0.1875,F
8388000,0.63457,0.1875,F
8391600,0.63457,0.1875,F
8395200,0.63457,0.1875,F
8398800,0.63457,0.1875,F
8402400,0.63457,0.1875,F
8406000,0.63457,0.1875,F
8409600,0.63457,0.1875,F
8413200,0.63457,0.1875,F
8416800,0.28359,0.1875,V
8420400,0.18331,0.1875,D
8424000,0.18331,0.1875,D
8427600,0.18331,0.1875,D
8431200,0.28359,0.1875,V
8434800,0.63457,0.1875,F
8438400,0.63457,0.1875,F
8442000,1.13597,0.1875,S
8445600,1.13597,0.1875,S
8449200,1.13597,0.1875,S
8452800,0.98555,0.1875,P
8456400,0.98555,0.1875,P
8460000,0.63457,0.1875,F
8463600,0.63457,0.1875,F
8467200,0.63457,0.1875,F
8470800,0.63457,0.1875,F
8474400,0.63457,0.1875,F
8478000,0.63457,0.1875,F
8481600,0.63457,0.1875,F
8485200,0.63457,0.1875,F
8488800,0.63457,0.1875,F
8492400,0.63457,0.1875,F
8496000,0.63457,0.1875,F
8499600,0.63457,0.1875,F
8503200,0.28359,0.1875,V
8506800,0.18331,0.1875,D
8510400,0.18331,0.1875,D
8514000,0.18331,0.1875,D
8517600,0.28359,0.1875,V
8521200,0.63457,0.1875,F
8524800,0.63457,0.1875,F
8528400,1.13597,0.1875,S
8532000,1.13597,0.1875,S
8535600,1.13597,0.1875,S
8539200,0.98555,0.1875,P
8542800,0.98555,0.1875,P
8546400,0.63457,0.1875,F
8550000,0.63457,0.1875,F
8553600,0.63457,0.1875,F
8557200,0.63457,0.1875,F
8560800,0.63457,0.1875,F
8564400,0.63457,0.1875,F
8568000,0.63457,0.1875,F
8571600,0.63457,0.1875,F
8575200,0.63457,0.1875,F
8578800,0.63457,0.1875,F
8582400,0.63457,0.1875,F
8586000,0.63457,0.1875,F
8589600,0.28359,0.1875,V
8593200,0.18331,0.1875,D
8596800,0.18331,0.1875,D
8600400,0.18331,0.1875,D
8604000,0.28359,0.1875,V
8607600,0.63457,0.1875,F
8611200,0.63457,0.1875,F
8614800,1.13597,0.1875,S
8618400,1.13597,0.1875,S
8622000,1.13597,0.1875,S
8625600,0.98555,0.1875,P
8629200,0.98555,0.1875,P
8632800,0.63457,0.1875,F
8636400,0.63457,0.1875,F
8640000,0.63457,0.1875,F
8643600,0.63457,0.1875,F
8647200,0.63457,0.1875,F
8650800,0.63457,0.1875,F
8654400,0.63457,0.1875,F
8658000,0.63457,0.1875,F
8661600,0.63457,0.1875,F
8665200,0.63457,0.1875,F
8668800,0.63457,0.1875,F
8672400,0.63457,0.1875,F
8676000,0.28359,0.1875,V
8679600,0.18331,0.1875,D
8683200,0.18331,0.1875,D
8686800,0.18331,0.1875,D
8690400,0.28359,0.1875,V
8694000,0.63457,0.1875,F
8697600,0.63457,0.1875,F
8701200,1.13597,0.1875,S
8704800,1.13597,0.1875,S
8708400,1.13597,0.1875,S
8712000,0.98555,0.1875,P
8715600,0.98555,0.1875,P
8719200,0.63457,0.1875,F
8722800,0.63457,0.1875,F
8726400,0.63457,0.1875,F
8730000,0.63457,0.1875,F
8733600,0.63457,0.1875,F
8737200,0.63457,0.1875,F
8740800,0.63457,0.1875,F
8744400,0.63457,0.1875,F
8748000,0.63457,0.1875,F
8751600,0.63457,0.1875,F
8755200,0.63457,0.1875,F
8758800,0.63457,0.1875,F
8762400,0.28359,0.1875,V
8766000,0.18331,0.1875,D
8769600,0.18331,0.1875,D
8773200,0.18331,0.1875,D
8776800,0.28359,0.1875,V
8780400,0.63457,0.1875,F
8784000,0.63457,0.1875,F
8787600,1.13597,0.1875,S
8791200,1.13597,0.1875,S
8794800,1.13597,0.1875,S
8798400,0.98555,0.1875,P
8802000,0.98555,0.1875,P
8805600,0.63457,0.1875,F
8809200,0.63457,0.1875,F
8812800,0.63457,0.1875,F
8816400,0.63457,0.1875,F
8820000,0.63457,0.1875,F
8823600,0.63457,0.1875,F
8827200,0.63457,0.1875,F
8830800,0.63457,0.1875,F
8834400,0.63457,0.1875,F
8838000,0.63457,0.1875,F
8841600,0.63457,0.1875,F
8845200,0.63457,0.1875,F
8848800,0.28359,0.1875,V
8852400,0.18331,0.1875,D
8856000,0.18331,0.1875,D
8859600,0.18331,0.1875,D
8863200,0.28359,0.1875,V
8866800,0.63457,0.1875,F
8870400,0.63457,0.1875,F
8874000,1.13597,0.1875,S
8877600,1.13597,0.1875,S
8881200,1.13597,0.1875,S
8884800,0.98555,0.1875,P
8888400,0.98555,0.1875,P
8892000,0.63457,0.1875,F
8895600,0.63457,0.1875,F
8899200,0.63457,0.1875,F
8902800,0.63457,0.1875,F
8906400,0.63457,0.1875,F
8910000,0.63457,0.1875,F
8913600,0.63457,0.1875,F
8917200,0.63457,0.1875,F
8920800,0.63457,0.1875,F
8924400,0.63457,0.1875,F
8928000,0.63457,0.1875,F
8931600,0.63457,0.1875,F
8935200,0.28359,0.1875,V
8938800,0.18331,0.1875,D
8942400,0.18331,0.1875,D
8946000,0.18331,0.1875,D
8949600,0.28359,0.1875,V
8953200,0.63457,0.1875,F
8956800,0.63457,0.1875,F
8960400,1.13597,0.1875,S
8964000,1.13597,0.1875,S
8967600,1.13597,0.1875,S
8971200,0.98555,0.1875,P
8974800,0.98555,0.1875,P
8978400,0.63457,0.1875,F
8982000,0.63457,0.1875,F
8985600,0.63457,0.1875,F
8989200,0.63457,0.1875,F
8992800,0.63457,0.1875,F
8996400,0.63457,0.1875,F
9000000,0.63457,0.1875,F
9003600,0.63457,0.1875,F
9007200,0.63457,0.1875,F
9010800,0.63457,0.1875,F
9014400,0.63457,0.1875,F
9018000,0.63457,0.1875,F
9021600,0.28359,0.1875,V
9025200,0.18331,0.1875,D
9028800,0.18331,0.1875,D
9032400,0.18331,0.1875,D
9036000,0.28359,0.1875,V
9039600,0.63457,0.1875,F
9043200,0.63457,0.1875,F
9046800,1.13597,0.1875,S
9050400,1.13597,0.1875,S
9054000,1.13597,0.1875,S
9057600,0.98555,0.1875,P
9061200,0.98555,0.1875,P
9064800,0.63457,0.1875,F
9068400,0.63457,0.1875,F
9072000,0.63457,0.1875,F
9075600,0.63457,0.1875,F
9079200,0.63457,0.1875,F
9082800,0.63457,0.1875,F
9086400,0.63457,0.1875,F
9090000,0.63457,0.1875,F
9093600,0.63457,0.1875,F
9097200,0.63457,0.1875,F
9100800,0.63457,0.1875,F
9104400,0.63457,0.1875,F
9108000,0.28359,0.1875,V
9111600,0.18331,0.1875,D
9115200,0.18331,0.1875,D
9118800,0.18331,0.1875,D
9122400,0.28359,0.1875,V
9126000,0.63457,0.1875,F
9129600,0.63457,0.1875,F
9133200,1.13597,0.1875,S
9136800,1.13597,0.1875,S
9140400,1.13597,0.1875,S
9144000,0.98555,0.1875,P
9147600,0.98555,0.1875,P
9151200,0.63457,0.1875,F
9154800,0.63457,0.1875,F
9158400,0.63457,0.1875,F
9162000,0.63457,0.1875,F
9165600,0.63457,0.1875,F
9169200,0.63457,0.1875,F
9172800,0.63457,0.1875,F
9176400,0.63457,0.1875,F
9180000,0.63457,0.1875,F
9183600,0.63457,0.1875,F
9187200,0.63457,0.1875,F
9190800,0.63457,0.1875,F
9194400,0.28359,0.1875,V
9198000,0.18331,0.1875,D
9201600,0.18331,0.1875,D
9205200,0.18331,0.1875,D
9208800,0.28359,0.1875,V
9212400,0.63457,0.1875,F
9216000,0.63457,0.1875,F
9219600,1.13597,0.1875,S
9223200,1.13597,0.1875,S
9226800,1.13597,0.1875,S
9230400,0.98555,0.1875,P
9234000,0.98555,0.1875,P
9237600,0.63457,0.1875,F
9241200,0.63457,0.1875,F
9244800,0.63457,0.1875,F
9248400,0.63457,0.1875,F
9252000,0.63457,0.1875,F
9255600,0.63457,0.1875,F
9259200,0.63457,0.1875,F
9262800,0.63457,0.1875,F
9266400,0.63457,0.1875,F
9270000,0.63457,0.1875,F
9273600,0.63457,0.1875,F
9277200,0.63457,0.1875,F
9280800,0.28359,0.1875,V
9284400,0.18331,0.1875,D
9288000,0.18331,0.1875,D
9291600,0.18331,0.1875,D
9295200,0.28359,0.1875,V
9298800,0.63457,0.1875,F
9302400,0.63457,0.1875,F
9306000,1.13597,0.1875,S
9309600,1.13597,0.1875,S
9313200,1.13597,0.1875,S
9316800,0.98555,0.1875,P
9320400,0.98555,0.1875,P
9324000,0.63457,0.1875,F
9327600,0.63457,0.1875,F
9331200,0.63457,0.1875,F
9334800,0.63457,0.1875,F
9338400,0.63457,0.1875,F
9342000,0.63457,0.1875,F
9345600,0.63457,0.1875,F
9349200,0.63457,0.1875,F
9352800,0.63457,0.1875,F
9356400,0.63457,0.1875,F
9360000,0.63457,0.1875,F
9363600,0.63457,0.1875,F
9367200,0.28359,0.1875,V
9370800,0.18331,0.1875,D
9374400,0.18331,0.1875,D
9378000,0.18331,0.1875,D
9381600,0.28359,0.1875,V
9385200,0.63457,0.1875,F
9388800,0.63457,0.1875,F
9392400,1.13597,0.1875,S
9396000,1.13597,0.1875,S
9399600,1.13597,0.1875,S
9403200,0.98555,0.1875,P
9406800,0.98555,0.1875,P
9410400,0.63457,0.1875,F
9414000,0.63457,0.1875,F
9417600,0.63457,0.1875,F
9421200,0.63457,0.1875,F
9424800,0.63457,0.1875,F
9428400,0.63457,0.1875,F
9432000,0.63457,0.1875,F
9435600,0.63457,0.1875,F
9439200,0.63457,0.1875,F
9442800,0.63457,0.1875,F
9446400,0.63457,0.1875,F
9450000,0.63457,0.1875,F
9453600,0.28359,0.1875,V
9457200,0.18331,0.1875,D
9460800,0.18331,0.1875,D
9464400,0.18331,0.1875,D
9468000,0.28359,0.1875,V
9471600,0.63457,0.1875,F
9475200,0.63457,0.1875,F
9478800,1.13597,0.1875,S
9482400,1.13597,0.1875,S
9486000,1.13597,0.1875,S
9489600,0.98555,0.1875,P
9493200,0.98555,0.1875,P
9496800,0.63457,0.1875,F
9500400,0.63457,0.1875,F
9504000,0.63457,0.1875,F
9507600,0.63457,0.1875,F
9511200,0.63457,0.1875,F
9514800,0.63457,0.1875,F
9518400,0.63457,0.1875,F
9522000,0.63457,0.1875,F
9525600,0.63457,0.1875,F
9529200,0.63457,0.1875,F
9532800,0.63457,0.1875,F
9536400,0.63457,0.1875,F
9540000,0.28359,0.1875,V
9543600,0.18331,0.1875,D
9547200,0.18331,0.1875,D
9550800,0.18331,0.1875,D
9554400,0.28359,0.1875,V
9558000,0.63457,0.1875,F
9561600,0.63457,0.1875,F
9565200,1.13597,0.1875,S
9568800,1.13597,0.1875,S
9572400,1.13597,0.1875,S
9576000,0.98555,0.1875,P
9579600,0.98555,0.1875,P
9583200,0.63457,0.1875,F
9586800,0.63457,0.1875,F
9590400,0.63457,0.1875,F
9594000,0.63457,0.1875,F
9597600,0.63457,0.1875,F
9601200,0.63457,0.1875,F
9604800,0.63457,0.1875,F
9608400,0.63457,0.1875,F
9612000,0.63457,0.1875,F
9615600,0.63457,0.1875,F
9619200,0.63457,0.1875,F
9622800,0.63457,0.1875,F
9626400,0.28359,0.1875,V
9630000,0.18331,0.1875,D
9633600,0.18331,0.1875,D
9637200,0.18331,0.1875,D
9640800,0.28359,0.1875,V
9644400,0.63457,0.1875,F
9648000,0.63457,0.1875,F
9651600,1.13597,0.1875,S
9655200,1.13597,0.1875,S
9658800,1.13597,0.1875,S
9662400,0.98555,0.1875,P
9666000,0.98555,0.1875,P
9669600,0.63457,0.1875,F
9673200,0.63457,0.1875,F
