time,buy_yuan_per_kwh,sell_yuan_per_kwh,band
15336000,0.63457,0.1875,F
15339600,0.63457,0.1875,F
15343200,0.63457,0.1875,F
15346800,0.63457,0.1875,F
15350400,0.98555,0.1875,P
15354000,1.13597,0.1875,S
15357600,1.13597,0.1875,S
15361200,1.13597,0.1875,S
15364800,1.13597,0.1875,S
15368400,1.13597,0.1875,S
15372000,0.98555,0.1875,P
15375600,0.63457,0.1875,F
15379200,0.63457,0.1875,F
15382800,0.28359,0.1875,V
15386400,0.28359,0.1875,V
15390000,0.28359,0.1875,V
15393600,0.28359,0.1875,V
15397200,0.28359,0.1875,V
15400800,0.63457,0.1875,F
15404400,0.63457,0.1875,F
15408000,0.63457,0.1875,F
15411600,0.63457,0.1875,F
15415200,0.63457,0.1875,F
15418800,0.63457,0.1875,F
15422400,0.63457,0.1875,F
15426000,0.63457,0.1875,F
15429600,0.63457,0.1875,F
15433200,0.63457,0.1875,F
15436800,0.98555,0.1875,P
15440400,1.13597,0.1875,S
15444000,1.13597,0.1875,S
15447600,1.13597,0.1875,S
15451200,1.13597,0.1875,S
15454800,1.13597,0.1875,S
15458400,0.98555,0.1875,P
15462000,0.63457,0.1875,F
15465600,0.63457,0.1875,F
15469200,0.28359,0.1875,V
15472800,0.28359,0.1875,V
15476400,0.28359,0.1875,V
15480000,0.28359,0.1875,V
15483600,0.28359,0.1875,V
15487200,0.63457,0.1875,F
15490800,0.63457,0.1875,F
15494400,0.63457,0.1875,F
15498000,0.63457,0.1875,F
15501600,0.63457,0.1875,F
15505200,0.63457,0.1875,F
15508800,0.63457,0.1875,F
15512400,0.63457,0.1875,F
15516000,0.63457,0.1875,F
15519600,0.63457,0.1875,F
15523200,0.98555,0.1875,P
15526800,1.13597,0.1875,S
15530400,1.13597,0.1875,S
15534000,1.13597,0.1875,S
15537600,1.13597,0.1875,S
15541200,1.13597,0.1875,S
15544800,0.98555,0.1875,P
15548400,0.63457,0.1875,F
15552000,0.63457,0.1875,F
15555600,0.28359,0.1875,V
15559200,0.28359,0.1875,V
15562800,0.28359,0.1875,V
15566400,0.28359,0.1875,V
15570000,0.28359,0.1875,V
15573600,0.63457,0.1875,F
15577200,0.63457,0.1875,F
15580800,0.63457,0.1875,F
15584400,0.63457,0.1875,F
15588000,0.63457,0.1875,F
15591600,0.63457,0.1875,F
15595200,0.63457,0.1875,F
15598800,0.63457,0.1875,F
15602400,0.63457,0.1875,F
15606000,0.63457,0.1875,F
15609600,0.98555,0.1875,P
15613200,1.13597,0.1875,S
15616800,1.13597,0.1875,S
15620400,1.13597,0.1875,S
15624000,1.13597,0.1875,S
15627600,1.13597,0.1875,S
15631200,0.98555,0.1875,P
15634800,0.63457,0.1875,F
15638400,0.63457,0.1875,F
15642000,0.28359,0.1875,V
15645600,0.28359,0.1875,V
15649200,0.28359,0.1875,V
15652800,0.28359,0.1875,V
15656400,0.28359,0.1875,V
15660000,0.63457,0.1875,F
15663600,0.63457,0.1875,F
15667200,0.63457,0.1875,F
15670800,0.63457,0.1875,F
15674400,0.63457,0.1875,F
15678000,0.63457,0.1875,F
15681600,0.63457,0.1875,F
15685200,0.63457,0.1875,F
15688800,0.63457,0.1875,F
15692400,0.63457,0.1875,F
15696000,0.98555,0.1875,P
15699600,1.13597,0.1875,S
15703200,1.13597,0.1875,S
15706800,1.13597,0.1875,S
15710400,1.13597,0.1875,S
15714000,1.13597,0.1875,S
15717600,0.98555,0.1875,P
15721200,0.63457,0.1875,F
15724800,0.63457,0.1875,F
15728400,0.28359,0.1875,V
15732000,0.28359,0.1875,V
15735600,0.28359,0.1875,V
15739200,0.28359,0.1875,V
15742800,0.28359,0.1875,V
15746400,0.63457,0.1875,F
15750000,0.63457,0.1875,F
15753600,0.63457,0.1875,F
15757200,0.63457,0.1875,F
15760800,0.63457,0.1875,F
15764400,0.63457,0.1875,F
15768000,0.63457,0.1875,F
15771600,0.63457,0.1875,F
15775200,0.63457,0.1875,F
15778800,0.63457,0.1875,F
15782400,0.98555,0.1875,P
15786000,1.13597,0.1875,S
15789600,1.13597,0.1875,S
15793200,1.13597,0.1875,S
15796800,1.13597,0.1875,S
15800400,1.13597,0.1875,S
15804000,0.98555,0.1875,P
15807600,0.63457,0.1875,F
15811200,0.63457,0.1875,F
15814800,0.28359,0.1875,V
15818400,0.28359,0.1875,V
15822000,0.28359,0.1875,V
15825600,0.28359,0.1875,V
15829200,0.28359,0.1875,V
15832800,0.63457,0.1875,F
15836400,0.63457,0.1875,F
15840000,0.63457,0.1875,F
15843600,0.63457,0.1875,F
15847200,0.63457,0.1875,F
15850800,0.63457,0.1875,F
15854400,0.63457,0.1875,F
15858000,0.63457,0.1875,F
15861600,0.63457,0.1875,F
15865200,0.63457,0.1875,F
15868800,0.98555,0.1875,P
15872400,1.13597,0.1875,S
15876000,1.13597,0.1875,S
15879600,1.13597,0.1875,S
15883200,1.13597,0.1875,S
15886800,1.13597,0.1875,S
15890400,0.98555,0.1875,P
15894000,0.63457,0.1875,F
15897600,0.63457,0.1875,F
15901200,0.28359,0.1875,V
15904800,0.28359,0.1875,V
15908400,0.28359,0.1875,V
15912000,0.28359,0.1875,V
15915600,0.28359,0.1875,V
15919200,0.63457,0.1875,F
15922800,0.63457,0.1875,F
15926400,0.63457,0.1875,F
15930000,0.63457,0.1875,F
15933600,0.63457,0.1875,F
15937200,0.63457,0.1875,F
15940800,0.63457,0.1875,F
15944400,0.63457,0.1875,F
15948000,0.63457,0.1875,F
15951600,0.63457,0.1875,F
15955200,0.98555,0.1875,P
15958800,1.13597,0.1875,S
15962400,1.13597,0.1875,S
15966000,1.13597,0.1875,S
15969600,1.13597,0.1875,S
15973200,1.13597,0.1875,S
15976800,0.98555,0.1875,P
15980400,0.63457,0.1875,F
15984000,0.63457,0.1875,F
15987600,0.28359,0.1875,V
15991200,0.28359,0.1875,V
15994800,0.28359,0.1875,V
15998400,0.28359,0.1875,V
16002000,0.28359,0.1875,V
16005600,0.63457,0.1875,F
16009200,0.63457,0.1875,F
16012800,0.63457,0.1875,F
16016400,0.63457,0.1875,F
16020000,0.63457,0.1875,F
16023600,0.63457,0.1875,F
16027200,0.63457,0.1875,F
16030800,0.63457,0.1875,F
16034400,0.63457,0.1875,F
16038000,0.63457,0.1875,F
16041600,0.98555,0.1875,P
16045200,1.13597,0.1875,S
16048800,1.13597,0.1875,S
16052400,1.13597,0.1875,S
16056000,1.13597,0.1875,S
16059600,1.13597,0.1875,S
16063200,0.98555,0.1875,P
16066800,0.63457,0.1875,F
16070400,0.63457,0.1875,F
16074000,0.28359,0.1875,V
16077600,0.28359,0.1875,V
16081200,0.28359,0.1875,V
16084800,0.28359,0.1875,V
16088400,0.28359,0.1875,V
16092000,0.63457,0.1875,F
16095600,0.63457,0.1875,F
16099200,0.63457,0.1875,F
16102800,0.63457,0.1875,F
16106400,0.63457,0.1875,F
16110000,0.63457,0.1875,F
16113600,0.63457,0.1875,F
16117200,0.63457,0.1875,F
16120800,0.63457,0.1875,F
16124400,0.63457,0.1875,F
16128000,0.98555,0.1875,P
16131600,1.13597,0.1875,S
16135200,1.13597,0.1875,S
16138800,1.13597,0.1875,S
16142400,1.13597,0.1875,S
16146000,1.13597,0.1875,S
16149600,0.98555,0.1875,P
16153200,0.63457,0.1875,F
16156800,0.63457,0.1875,F
16160400,0.28359,0.1875,V
16164000,0.28359,0.1875,V
16167600,0.28359,0.1875,V
16171200,0.28359,0.1875,V
16174800,0.28359,0.1875,V
16178400,0.63457,0.1875,F
16182000,0.63457,0.1875,F
16185600,0.63457,0.1875,F
16189200,0.63457,0.1875,F
16192800,0.63457,0.1875,F
16196400,0.63457,0.1875,F
16200000,0.63457,0.1875,F
16203600,0.63457,0.1875,F
16207200,0.63457,0.1875,F
16210800,0.63457,0.1875,F
16214400,0.98555,0.1875,P
16218000,1.13597,0.1875,S
16221600,1.13597,0.1875,S
16225200,1.13597,0.1875,S
16228800,1.13597,0.1875,S
16232400,1.13597,0.1875,S
16236000,0.98555,0.1875,P
16239600,0.63457,0.1875,F
16243200,0.63457,0.1875,F
16246800,0.28359,0.1875,V
16250400,0.28359,0.1875,V
16254000,0.28359,0.1875,V
16257600,0.28359,0.1875,V
16261200,0.28359,0.1875,V
16264800,0.63457,0.1875,F
16268400,0.63457,0.1875,F
16272000,0.63457,0.1875,F
16275600,0.63457,0.1875,F
16279200,0.63457,0.1875,F
16282800,0.63457,0.1875,F
16286400,0.63457,0.1875,F
16290000,0.63457,0.1875,F
16293600,0.63457,0.1875,F
16297200,0.63457,0.1875,F
16300800,0.98555,0.1875,P
16304400,1.13597,0.1875,S
16308000,1.13597,0.1875,S
16311600,1.13597,0.1875,S
16315200,1.13597,0.1875,S
16318800,1.13597,0.1875,S
16322400,0.98555,0.1875,P
16326000,0.63457,0.1875,F
16329600,0.63457,0.1875,F
16333200,0.63457,0.1875,F
16336800,0.63457,0.1875,F
16340400,0.63457,0.1875,F
16344000,0.63457,0.1875,F
16347600,0.63457,0.1875,F
16351200,0.63457,0.1875,F
16354800,0.28359,0.1875,V
16358400,0.28359,0.1875,V
16362000,0.28359,0.1875,V
16365600,0.28359,0.1875,V
16369200,0.28359,0.1875,V
16372800,0.63457,0.1875,F
16376400,0.63457,0.1875,F
16380000,0.63457,0.1875,F
16383600,0.63457,0.1875,F
16387200,0.98555,0.1875,P
16390800,1.13597,0.1875,S
16394400,1.13597,0.1875,S
16398000,1.13597,0.1875,S
16401600,1.13597,0.1875,S
16405200,1.13597,0.1875,S
16408800,0.98555,0.1875,P
16412400,0.63457,0.1875,F
16416000,0.63457,0.1875,F
16419600,0.63457,0.1875,F
16423200,0.63457,0.1875,F
16426800,0.63457,0.1875,F
16430400,0.63457,0.1875,F
16434000,0.63457,0.1875,F
16437600,0.63457,0.1875,F
16441200,0.28359,0.1875,V
16444800,0.28359,0.1875,V
16448400,0.28359,0.1875,V
16452000,0.28359,0.1875,V
16455600,0.28359,0.1875,V
16459200,0.63457,0.1875,F
16462800,0.63457,0.1875,F
16466400,0.63457,0.1875,F
16470000,0.63457,0.1875,F
16473600,0.98555,0.1875,P
16477200,1.13597,0.1875,S
16480800,1.13597,0.1875,S
16484400,1.13597,0.1875,S
16488000,1.13597,0.1875,S
16491600,1.13597,0.1875,S
16495200,0.98555,0.1875,P
16498800,0.63457,0.1875,F
16502400,0.63457,0.1875,F
16506000,0.63457,0.1875,F
16509600,0.63457,0.1875,F
16513200,0.63457,0.1875,F
16516800,0.63457,0.1875,F
16520400,0.63457,0.1875,F
16524000,0.63457,0.1875,F
16527600,0.28359,0.1875,V
16531200,0.28359,0.1875,V
16534800,0.28359,0.1875,V
16538400,0.28359,0.1875,V
16542000,0.28359,0.1875,V
16545600,0.63457,0.1875,F
16549200,0.63457,0.1875,F
16552800,0.63457,0.1875,F
16556400,0.63457,0.1875,F
16560000,0.98555,0.1875,P
16563600,1.13597,0.1875,S
16567200,1.13597,0.1875,S
16570800,1.13597,0.1875,S
16574400,1.13597,0.1875,S
16578000,1.13597,0.1875,S
16581600,0.98555,0.1875,P
16585200,0.63457,0.1875,F
16588800,0.63457,0.1875,F
16592400,0.63457,0.1875,F
16596000,0.63457,0.1875,F
16599600,0.63457,0.1875,F
16603200,0.63457,0.1875,F
16606800,0.63457,0.1875,F
16610400,0.63457,0.1875,F
16614000,0.28359,0.1875,V
16617600,0.28359,0.1875,V
16621200,0.28359,0.1875,V
16624800,0.28359,0.1875,V
16628400,0.28359,0.1875,V
16632000,0.63457,0.1875,F
16635600,0.63457,0.1875,F
16639200,0.63457,0.1875,F
16642800,0.63457,0.1875,F
16646400,0.98555,0.1875,P
16650000,1.13597,0.1875,S
16653600,1.13597,0.1875,S
16657200,1.13597,0.1875,S
16660800,1.13597,0.1875,S
16664400,1.13597,0.1875,S
16668000,0.98555,0.1875,P
16671600,0.63457,0.1875,F
16675200,0.63457,0.1875,F
16678800,0.63457,0.1875,F
16682400,0.63457,0.1875,F
16686000,0.63457,0.1875,F
16689600,0.63457,0.1875,F
16693200,0.63457,0.1875,F
16696800,0.63457,0.1875,F
16700400,0.28359,0.1875,V
16704000,0.28359,0.1875,V
16707600,0.28359,0.1875,V
16711200,0.28359,0.1875,V
16714800,0.28359,0.1875,V
16718400,0.63457,0.1875,F
16722000,0.63457,0.1875,F
16725600,0.63457,0.1875,F
16729200,0.63457,0.1875,F
16732800,0.98555,0.1875,P
16736400,1.13597,0.1875,S
16740000,1.13597,0.1875,S
16743600,1.13597,0.1875,S
16747200,1.13597,0.1875,S
16750800,1.13597,0.1875,S
16754400,0.98555,0.1875,P
16758000,0.63457,0.1875,F
16761600,0.63457,0.1875,F
16765200,0.63457,0.1875,F
16768800,0.63457,0.1875,F
16772400,0.63457,0.1875,F
16776000,0.63457,0.1875,F
16779600,0.63457,0.1875,F
16783200,0.63457,0.1875,F
16786800,0.28359,0.1875,V
16790400,0.28359,0.1875,V
16794000,0.28359,0.1875,V
16797600,0.28359,0.1875,V
16801200,0.28359,0.1875,V
16804800,0.63457,0.1875,F
16808400,0.63457,0.1875,F
16812000,0.63457,0.1875,F
16815600,0.63457,0.1875,F
16819200,0.98555,0.1875,P
16822800,1.13597,0.1875,S
16826400,1.13597,0.1875,S
16830000,1.13597,0.1875,S
16833600,1.13597,0.1875,S
16837200,1.13597,0.1875,S
16840800,0.98555,0.1875,P
16844400,0.63457,0.1875,F
16848000,0.63457,0.1875,F
16851600,0.63457,0.1875,F
16855200,0.63457,0.1875,F
16858800,0.63457,0.1875,F
16862400,0.63457,0.1875,F
16866000,0.63457,0.1875,F
16869600,0.63457,0.1875,F
16873200,0.28359,0.1875,V
16876800,0.28359,0.1875,V
16880400,0.28359,0.1875,V
16884000,0.28359,0.1875,V
16887600,0.28359,0.1875,V
16891200,0.63457,0.1875,F
16894800,0.63457,0.1875,F
16898400,0.63457,0.1875,F
16902000,0.63457,0.1875,F
16905600,0.98555,0.1875,P
16909200,1.13597,0.1875,S
16912800,1.13597,0.1875,S
16916400,1.13597,0.1875,S
16920000,1.13597,0.1875,S
16923600,1.13597,0.1875,S
16927200,0.98555,0.1875,P
16930800,0.63457,0.1875,F
16934400,0.63457,0.1875,F
16938000,0.63457,0.1875,F
16941600,0.63457,0.1875,F
16945200,0.63457,0.1875,F
16948800,0.63457,0.1875,F
16952400,0.63457,0.1875,F
16956000,0.63457,0.1875,F
16959600,0.28359,0.1875,V
16963200,0.28359,0.1875,V
16966800,0.28359,0.1875,V
16970400,0.28359,0.1875,V
16974000,0.28359,0.1875,V
16977600,0.63457,0.1875,F
16981200,0.63457,0.1875,F
16984800,0.63457,0.1875,F
16988400,0.63457,0.1875,F
16992000,0.98555,0.1875,P
16995600,1.13597,0.1875,S
16999200,1.13597,0.1875,S
17002800,1.13597,0.1875,S
17006400,1.13597,0.1875,S
17010000,1.13597,0.1875,S
17013600,0.98555,0.1875,P
17017200,0.63457,0.1875,F
17020800,0.63457,0.1875,F
17024400,0.63457,0.1875,F
17028000,0.63457,0.1875,F
17031600,0.63457,0.1875,F
17035200,0.63457,0.1875,F
17038800,0.63457,0.1875,F
17042400,0.63457,0.1875,F
17046000,0.28359,0.1875,V
17049600,0.28359,0.1875,V
17053200,0.28359,0.1875,V
17056800,0.28359,0.1875,V
17060400,0.28359,0.1875,V
17064000,0.63457,0.1875,F
17067600,0.63457,0.1875,F
17071200,0.63457,0.1875,F
17074800,0.63457,0.1875,F
17078400,0.98555,0.1875,P
17082000,1.13597,0.1875,S
17085600,1.13597,0.1875,S
17089200,1.13597,0.1875,S
17092800,1.13597,0.1875,S
17096400,1.13597,0.1875,S
17100000,0.98555,0.1875,P
17103600,0.63457,0.1875,F
17107200,0.63457,0.1875,F
17110800,0.63457,0.1875,F
17114400,0.63457,0.1875,F
17118000,0.63457,0.1875,F
17121600,0.63457,0.1875,F
17125200,0.63457,0.1875,F
17128800,0.63457,0.1875,F
17132400,0.28359,0.1875,V
17136000,0.28359,0.1875,V
17139600,0.28359,0.1875,V
17143200,0.28359,0.1875,V
17146800,0.28359,0.1875,V
17150400,0.63457,0.1875,F
17154000,0.63457,0.1875,F
17157600,0.63457,0.1875,F
17161200,0.63457,0.1875,F
17164800,0.98555,0.1875,P
17168400,1.13597,0.1875,S
17172000,1.13597,0.1875,S
17175600,1.13597,0.1875,S
17179200,1.13597,0.1875,S
17182800,1.13597,0.1875,S
17186400,0.98555,0.1875,P
17190000,0.63457,0.1875,F
17193600,0.63457,0.1875,F
17197200,0.63457,0.1875,F
17200800,0.63457,0.1875,F
17204400,0.63457,0.1875,F
17208000,0.63457,0.1875,F
17211600,0.63457,0.1875,F
17215200,0.63457,0.1875,F
17218800,0.28359,0.1875,V
17222400,0.28359,0.1875,V
17226000,0.28359,0.1875,V
17229600,0.28359,0.1875,V
17233200,0.28359,0.1875,V
17236800,0.63457,0.1875,F
17240400,0.63457,0.1875,F
17244000,0.63457,0.1875,F
17247600,0.63457,0.1875,F
17251200,0.98555,0.1875,P
17254800,1.13597,0.1875,S
17258400,1.13597,0.1875,S
17262000,1.13597,0.1875,S
17265600,1.13597,0.1875,S
17269200,1.13597,0.1875,S
17272800,0.98555,0.1875,P
17276400,0.63457,0.1875,F
17280000,0.63457,0.1875,F
17283600,0.63457,0.1875,F
17287200,0.63457,0.1875,F
17290800,0.63457,0.1875,F
17294400,0.63457,0.1875,F
17298000,0.63457,0.1875,F
17301600,0.63457,0.1875,F
17305200,0.28359,0.1875,V
17308800,0.28359,0.1875,V
17312400,0.28359,0.1875,V
17316000,0.28359,0.1875,V
17319600,0.28359,0.1875,V
17323200,0.63457,0.1875,F
17326800,0.63457,0.1875,F
17330400,0.63457,0.1875,F
17334000,0.63457,0.1875,F
17337600,0.98555,0.1875,P
17341200,1.13597,0.1875,S
17344800,1.13597,0.1875,S
17348400,1.13597,0.1875,S
17352000,1.13597,0.1875,S
17355600,1.13597,0.1875,S
17359200,0.98555,0.1875,P
17362800,0.63457,0.1875,F
17366400,0.63457,0.1875,F
17370000,0.63457,0.1875,F
17373600,0.63457,0.1875,F
17377200,0.63457,0.1875,F
17380800,0.63457,0.1875,F
17384400,0.63457,0.1875,F
17388000,0.63457,0.1875,F
17391600,0.28359,0.1875,V
17395200,0.28359,0.1875,V
17398800,0.28359,0.1875,V
17402400,0.28359,0.1875,V
17406000,0.28359,0.1875,V
17409600,0.63457,0.1875,F
17413200,0.63457,0.1875,F
17416800,0.63457,0.1875,F
17420400,0.63457,0.1875,F
17424000,0.98555,0.1875,P
17427600,1.13597,0.1875,S
17431200,1.13597,0.1875,S
17434800,1.13597,0.1875,S
17438400,1.13597,0.1875,S
17442000,1.13597,0.1875,S
17445600,0.98555,0.1875,P
17449200,0.63457,0.1875,F
17452800,0.63457,0.1875,F
17456400,0.63457,0.1875,F
17460000,0.63457,0.1875,F
17463600,0.63457,0.1875,F
17467200,0.63457,0.1875,F
17470800,0.63457,0.1875,F
17474400,0.63457,0.1875,F
17478000,0.28359,0.1875,V
17481600,0.28359,0.1875,V
17485200,0.28359,0.1875,V
17488800,0.28359,0.1875,V
17492400,0.28359,0.1875,V
17496000,0.63457,0.1875,F
17499600,0.63457,0.1875,F
17503200,0.63457,0.1875,F
17506800,0.63457,0.1875,F
17510400,0.98555,0.1875,P
17514000,1.13597,0.1875,S
17517600,1.13597,0.1875,S
17521200,1.13597,0.1875,S
17524800,1.13597,0.1875,S
17528400,1.13597,0.1875,S
17532000,0.98555,0.1875,P
17535600,0.63457,0.1875,F
17539200,0.63457,0.1875,F
17542800,0.28359,0.1875,V
17546400,0.28359,0.1875,V
17550000,0.28359,0.1875,V
17553600,0.28359,0.1875,V
17557200,0.28359,0.1875,V
17560800,0.63457,0.1875,F
17564400,0.63457,0.1875,F
17568000,0.63457,0.1875,F
17571600,0.63457,0.1875,F
17575200,0.63457,0.1875,F
17578800,0.63457,0.1875,F
17582400,0.63457,0.1875,F
17586000,0.63457,0.1875,F
17589600,0.63457,0.1875,F
17593200,0.63457,0.1875,F
17596800,0.98555,0.1875,P
17600400,1.13597,0.1875,S
17604000,1.13597,0.1875,S
17607600,1.13597,0.1875,S
17611200,1.13597,0.1875,S
17614800,1.13597,0.1875,S
17618400,0.98555,0.1875,P
17622000,0.63457,0.1875,F
17625600,0.63457,0.1875,F
17629200,0.28359,0.1875,V
17632800,0.28359,0.1875,V
17636400,0.28359,0.1875,V
17640000,0.28359,0.1875,V
17643600,0.28359,0.1875,V
17647200,0.63457,0.1875,F
17650800,0.63457,0.1875,F
17654400,0.63457,0.1875,F
17658000,0.63457,0.1875,F
17661600,0.63457,0.1875,F
17665200,0.63457,0.1875,F
17668800,0.63457,0.1875,F
17672400,0.63457,0.1875,F
17676000,0.63457,0.1875,F
17679600,0.63457,0.1875,F
17683200,0.98555,0.1875,P
17686800,1.13597,0.1875,S
17690400,1.13597,0.1875,S
17694000,1.13597,0.1875,S
17697600,1.13597,0.1875,S
17701200,1.13597,0.1875,S
17704800,0.98555,0.1875,P
17708400,0.63457,0.1875,F
17712000,0.63457,0.1875,F
17715600,0.28359,0.1875,V
17719200,0.28359,0.1875,V
17722800,0.28359,0.1875,V
17726400,0.28359,0.1875,V
17730000,0.28359,0.1875,V
17733600,0.63457,0.1875,F
17737200,0.63457,0.1875,F
17740800,0.63457,0.1875,F
17744400,0.63457,0.1875,F
17748000,0.63457,0.1875,F
17751600,0.63457,0.1875,F
17755200,0.63457,0.1875,F
17758800,0.63457,0.1875,F
17762400,0.63457,0.1875,F
17766000,0.63457,0.1875,F
17769600,0.98555,0.1875,P
17773200,1.13597,0.1875,S
17776800,1.13597,0.1875,S
17780400,1.13597,0.1875,S
17784000,1.13597,0.1875,S
17787600,1.13597,0.1875,S
17791200,0.98555,0.1875,P
17794800,0.63457,0.1875,F
17798400,0.63457,0.1875,F
17802000,0.28359,0.1875,V
17805600,0.28359,0.1875,V
17809200,0.28359,0.1875,V
17812800,0.28359,0.1875,V
17816400,0.28359,0.1875,V
17820000,0.63457,0.1875,F
17823600,0.63457,0.1875,F
17827200,0.63457,0.1875,F
17830800,0.63457,0.1875,F
17834400,0.63457,0.1875,F
17838000,0.63457,0.1875,F
17841600,0.63457,0.1875,F
17845200,0.63457,0.1875,F
17848800,0.63457,0.1875,F
17852400,0.63457,0.1875,F
17856000,0.98555,0.1875,P
17859600,1.13597,0.1875,S
17863200,1.13597,0.1875,S
17866800,1.13597,0.1875,S
17870400,1.13597,0.1875,S
17874000,1.13597,0.1875,S
17877600,0.98555,0.1875,P
17881200,0.63457,0.1875,F
17884800,0.63457,0.1875,F
17888400,0.28359,0.1875,V
17892000,0.28359,0.1875,V
17895600,0.28359,0.1875,V
17899200,0.28359,0.1875,V
17902800,0.28359,0.1875,V
17906400,0.63457,0.1875,F
17910000,0.63457,0.1875,F
17913600,0.63457,0.1875,F
17917200,0.63457,0.1875,F
17920800,0.63457,0.1875,F
17924400,0.63457,0.1875,F
17928000,0.63457,0.1875,F
17931600,0.63457,0.1875,F
17935200,0.63457,0.1875,F
17938800,0.63457,0.1875,F
17942400,0.98555,0.1875,P
17946000,1.13597,0.1875,S
17949600,1.13597,0.1875,S
17953200,1.13597,0.1875,S
17956800,1.13597,0.1875,S
17960400,1.13597,0.1875,S
17964000,0.98555,0.1875,P
17967600,0.63457,0.1875,F
17971200,0.63457,0.1875,F
17974800,0.28359,0.1875,V
17978400,0.28359,0.1875,V
17982000,0.28359,0.1875,V
17985600,0.28359,0.1875,V
17989200,0.28359,0.1875,V
17992800,0.63457,0.1875,F
17996400,0.63457,0.1875,F
18000000,0.63457,0.1875,F
18003600,0.63457,0.1875,F
18007200,0.63457,0.1875,F
18010800,0.63457,0.1875,F
18014400,0.63457,0.1875,F
18018000,0.63457,0.1875,F
18021600,0.63457,0.1875,F
18025200,0.63457,0.1875,F
18028800,0.98555,0.1875,P
18032400,1.13597,0.1875,S
18036000,1.13597,0.1875,S
18039600,1.13597,0.1875,S
18043200,1.13597,0.1875,S
18046800,1.13597,0.1875,S
18050400,0.98555,0.1875,P
18054000,0.63457,0.1875,F
18057600,0.63457,0.1875,F
18061200,0.28359,0.1875,V
18064800,0.28359,0.1875,V
18068400,0.28359,0.1875,V
18072000,0.28359,0.1875,V
18075600,0.28359,0.1875,V
18079200,0.63457,0.1875,F
18082800,0.63457,0.1875,F
18086400,0.63457,0.1875,F
18090000,0.63457,0.1875,F
18093600,0.63457,0.1875,F
18097200,0.63457,0.1875,F
18100800,0.63457,0.1875,F
18104400,0.63457,0.1875,F
18108000,0.63457,0.1875,F
18111600,0.63457,0.1875,F
18115200,0.98555,0.1875,P
18118800,1.13597,0.1875,S
18122400,1.13597,0.1875,S
18126000,1.13597,0.1875,S
18129600,1.13597,0.1875,S
18133200,1.13597,0.1875,S
18136800,0.98555,0.1875,P
18140400,0.63457,0.1875,F
18144000,0.63457,0.1875,F
18147600,0.63457,0.1875,F
18151200,0.63457,0.1875,F
18154800,0.63457,0.1875,F
18158400,0.63457,0.1875,F
18162000,0.63457,0.1875,F
18165600,0.63457,0.1875,F
18169200,0.28359,0.1875,V
18172800,0.28359,0.1875,V
18176400,0.28359,0.1875,V
18180000,0.28359,0.1875,V
18183600,0.28359,0.1875,V
18187200,0.63457,0.1875,F
18190800,0.63457,0.1875,F
18194400,0.63457,0.1875,F
18198000,0.63457,0.1875,F
18201600,0.98555,0.1875,P
18205200,1.13597,0.1875,S
18208800,1.13597,0.1875,S
18212400,1.13597,0.1875,S
18216000,1.13597,0.1875,S
18219600,1.13597,0.1875,S
18223200,0.98555,0.1875,P
18226800,0.63457,0.1875,F
18230400,0.63457,0.1875,F
18234000,0.63457,0.1875,F
18237600,0.63457,0.1875,F
18241200,0.63457,0.1875,F
18244800,0.63457,0.1875,F
18248400,0.63457,0.1875,F
18252000,0.63457,0.1875,F
18255600,0.28359,0.1875,V
18259200,0.28359,0.1875,V
18262800,0.28359,0.1875,V
18266400,0.28359,0.1875,V
18270000,0.28359,0.1875,V
18273600,0.63457,0.1875,F
18277200,0.63457,0.1875,F
18280800,0.63457,0.1875,F
18284400,0.63457,0.1875,F
18288000,0.98555,0.1875,P
18291600,1.13597,0.1875,S
18295200,1.13597,0.1875,S
18298800,1.13597,0.1875,S
18302400,1.13597,0.1875,S
18306000,1.13597,0.1875,S
18309600,0.98555,0.1875,P
18313200,0.63457,0.1875,F
18316800,0.63457,0.1875,F
18320400,0.63457,0.1875,F
18324000,0.63457,0.1875,F
18327600,0.63457,0.1875,F
18331200,0.63457,0.1875,F
18334800,0.63457,0.1875,F
18338400,0.63457,0.1875,F
18342000,0.28359,0.1875,V
18345600,0.28359,0.1875,V
18349200,0.28359,0.1875,V
18352800,0.28359,0.1875,V
18356400,0.28359,0.1875,V
18360000,0.63457,0.1875,F
18363600,0.63457,0.1875,F
18367200,0.63457,0.1875,F
18370800,0.63457,0.1875,F
18374400,0.98555,0.1875,P
18378000,1.13597,0.1875,S
18381600,1.13597,0.1875,S
18385200,1.13597,0.1875,S
18388800,1.13597,0.1875,S
18392400,1.13597,0.1875,S
18396000,0.98555,0.1875,P
18399600,0.63457,0.1875,F
18403200,0.63457,0.1875,F
18406800,0.63457,0.1875,F
18410400,0.63457,0.1875,F
18414000,0.63457,0.1875,F
18417600,0.63457,0.1875,F
18421200,0.63457,0.1875,F
18424800,0.63457,0.1875,F
18428400,0.28359,0.1875,V
18432000,0.28359,0.1875,V
18435600,0.28359,0.1875,V
18439200,0.28359,0.1875,V
18442800,0.28359,0.1875,V
18446400,0.63457,0.1875,F
18450000,0.63457,0.1875,F
18453600,0.63457,0.1875,F
18457200,0.63457,0.1875,F
18460800,0.98555,0.1875,P
18464400,1.13597,0.1875,S
18468000,1.13597,0.1875,S
18471600,1.13597,0.1875,S
18475200,1.13597,0.1875,S
